row_index,review,clean_review,positive_terms,negative_terms,positive_score,negative_score,final_score,current_label,evidence_pattern,recommended_label_if_clear
5981,"Aplikasi Jakone mobile sangat mempermudah pembayaran dan pembelian, sangat bermanfaat bagi segala hal",aplikasi jakone mobile mempermudah pembayaran pembelian bermanfaat,bermanfaat:5,aplikasi:-4; mempermudah:-3,5.0,-7.0,-2.0,negatif,,manual_review
5987,Semuanya sudah perfect! sangat mempermudah transaksi sehari-hari. Storan atau transfer lancar tanpa gangguan sistem. mantapp!,semuanya perfect mempermudah transaksi sehari hari storan transfer lancar gangguan sistem mantapp,transaksi:4; lancar:4,semuanya:-3; mempermudah:-3; sistem:-4,8.0,-10.0,-2.0,negatif,lancar; mantap,positif
5999,Thankyou for making a great app apk ini di awasi ojk jadi tenang,thankyou for making a great aplikasi aplikasi awasi ojk tenang,great:3; tenang:5,aplikasi:-4; aplikasi:-4,8.0,-8.0,0.0,netral,,manual_review
6000,Sinyal dan koneksi Internet stabil tapi aplikasi jakone gak bisa di akses. Kenapa begitu yaa?? Buktinya nonton YouTube nonstop gak ada masalah. Tolong di cek dong ini masalahnya dimana. Terima kasih.,sinyal koneksi internet stabil aplikasi jakone tidak bisa akses kenapa yaa buktinya nonton youtube nonstop tidak masalah tolong cek masalahnya dimana terima kasih,koneksi:2; stabil:3; akses:2; masalah:4; tolong:3; terima:2; kasih:2,aplikasi:-4; tidak:-5; tidak:-5; cek:-4,18.0,-18.0,0.0,netral,,manual_review
6015,Aplikasi sangat membantu untuk transaksi pembelian pulsa pln atau pembayaran PDAM jadi nggak ribet harus keluar rumah dulu deh,aplikasi membantu transaksi pembelian pulsa pln pembayaran pdam tidak ribet keluar rumah deh,membantu:4; transaksi:4; ribet:4; rumah:3,aplikasi:-4; pulsa:-3; tidak:-5; keluar:-3,15.0,-15.0,0.0,netral,sangat membantu; ribet,manual_review
6026,"Keren, appsnya mempermudah banget, Aplikasi bank digital yang sangat membantu.",keren appsnya mempermudah banget aplikasi bank digital membantu,banget:1; membantu:4,mempermudah:-3; aplikasi:-4,5.0,-7.0,-2.0,negatif,sangat membantu; keren,positif
6032,"ko abis update, malah gabisa transfer ke bank lain ya, anehhh",ko abis update tidak bisa transfer bank ya anehhh,abis:1; ya:4,tidak:-5,5.0,-5.0,0.0,netral,,manual_review
6038,"Tampilannya keran semoga kedapanya semakin maju, sangat rekomendasi ya teman temen.",tampilannya keran semoga kedapanya maju rekomendasi ya teman temen,ya:4,keran:-4,4.0,-4.0,0.0,netral,,manual_review
6044,Verifikasi data foto selfie susah masuk! Tolong diperbaiki!,verifikasi data foto selfie susah masuk tolong diperbaiki,foto:3; selfie:2; tolong:3,data:-3; susah:-3; masuk:-3,8.0,-9.0,-1.0,negatif,susah masuk,negatif
6051,TOP banget dah! JakOne sekarang udah banyak promonya. App dengan akses tergesit.,top banget dah jakone udah promonya aplikasi akses tergesit,top:5; banget:1; akses:2,dah:-3; aplikasi:-4,8.0,-7.0,1.0,positif,,manual_review
6055,Lama bgt nungguin otp doang aj ga ada2. Heran deh ni gaada cs apa gmn si ..,banget nungguin otp doang aj tidak ada2 heran deh ni gaada cs gmn si,banget:1; nungguin:1; doang:1; heran:4,tidak:-5; gaada:-3,7.0,-8.0,-1.0,negatif,,manual_review
6061,"Trimakasih aplikasinya mudah digunakan. Aplikasinya cepak nggak lemot, tampilanya keren nggak mbosenin, filtulnya memudahkan nasabah untuk bertransaksi dan masih banyak filtul yang lainya",trimakasih aplikasi mudah digunakan aplikasi cepak tidak lambat tampilanya keren tidak mbosenin filtulnya memudahkan nasabah bertransaksi filtul lainya,trimakasih:4; mudah:4; memudahkan:3; nasabah:4; bertransaksi:3,aplikasi:-4; aplikasi:-4; tidak:-5; lambat:-1; tidak:-5,18.0,-19.0,-1.0,negatif,mudah digunakan; aplikasi mudah; keren; memudahkan; lemot; lambat,manual_review
6065,"Aplikasi ini keren bingittt, menu transfernya jelas dan rapi, gampang banget nyariin apa yang dibutuhin. Transfer antar bank lewat BI Fast juga cepet banget, jadi gak perlu nunggu lama-lama. Pokoknya aplikasi ini bener-bener the besttt dehh🤗☺️",aplikasi keren bingittt menu transfernya jelas rapi gampang banget nyariin dibutuhin transfer antar bank bi fast cepet banget tidak nunggu pokoknya aplikasi bener bener the besttt dehh,jelas:1; rapi:3; gampang:4; banget:1; cepet:2; banget:1; bener:3; bener:3,aplikasi:-4; nyariin:-2; tidak:-5; nunggu:-1; pokoknya:-3; aplikasi:-4,18.0,-19.0,-1.0,negatif,keren,positif
6078,"Enaknya pakai jakone mobile bisa cek rekening koran tanpa harus ke bank cara menggunakannya juga mudah, fiturnya lengkap mulai dari pulsa tagihan sampai topup e-walletpun bisa",enaknya pakai jakone mobile bisa cek rekening koran bank menggunakannya mudah fiturnya lengkap mulai pulsa tagihan topup e walletpun bisa,mudah:4; lengkap:2; mulai:1,cek:-4; pulsa:-3,7.0,-7.0,0.0,netral,,manual_review
6082,"Masih bagusan jakone mobile yang lama, lebih mudah, klo yang ini udah abis pulsa tetep aja masih gx bisa masuk",bagusan jakone mobile lebih mudah klo udah abis pulsa tetep gx bisa masuk,bagusan:2; lebih:1; mudah:4; abis:1,pulsa:-3; masuk:-3,8.0,-6.0,2.0,positif,bagus,positif
6085,"Mohon diperbaiki aplikasinya sangat Berat..,sinyal sebagus apapun cuma muter-muter dan ulang2 terus,sampe saya pindah ke HP yg RAM lebih Besarpun sama.",mohon diperbaiki aplikasi berat sinyal sebagus apapun muter muter ulang2 sampe pindah hp ram lebih besarpun,mohon:2; pindah:1; lebih:1,aplikasi:-4,4.0,-4.0,0.0,netral,bagus,positif
6097,"server jelek bgt,, sebagus apapun sinyal atau jaringan internet.. buka aplikasi ini pasti muter lemot",server jelek banget sebagus apapun sinyal jaringan internet buka aplikasi pasti muter lambat,banget:1; jaringan:3; buka:3; pasti:3; lambat:1,jelek:-5; aplikasi:-4,11.0,-9.0,2.0,positif,bagus; lemot; lambat; jelek,manual_review
6104,"Ada banya bnefit gratis untuk aplikasi ini, Mendapatkan reward Rp600rb saat mendaftar.",banya bnefit gratis aplikasi mendapatkan reward rp600rb mendaftar,gratis:4,aplikasi:-4,4.0,-4.0,0.0,netral,,manual_review
6111,"Aku sering banget beli pulsa disini soalnya prosesnya real time, aplikasinya juga mudah bgt digunakan.",banget beli pulsa disini soalnya prosesnya real time aplikasi mudah banget digunakan,banget:1; beli:2; real:2; mudah:4; banget:1,pulsa:-3; soalnya:-1; aplikasi:-4,10.0,-8.0,2.0,positif,aplikasi mudah,positif
6117,"Aplikasi nya bagus, tp update terus udah kaya aplikasi belanja online 😥",aplikasi nya bagus update udah kaya aplikasi belanja online,bagus:2; kaya:2; belanja:2,aplikasi:-4; aplikasi:-4,6.0,-8.0,-2.0,negatif,bagus,positif
6119,Min..keluar2 terus aplikasinya.. knp ya.. msh force close terus,min keluar2 aplikasi knp ya msh force close,ya:4,aplikasi:-4; close:-2,4.0,-6.0,-2.0,negatif,force close,negatif
6122,JakOne mobile tampilannya jauh lebih bagus dan mudah digunakan. Lalu jika ada problem cs nya cepat di tanggapi. 👍👍,jakone mobile tampilannya jauh lebih bagus mudah digunakan problem cs nya cepat tanggapi,lebih:1; bagus:2; mudah:4; cepat:3,jauh:-4; problem:-4,10.0,-8.0,2.0,positif,mudah digunakan; bagus; cepat,positif
6146,Mantap apk dan guna sekali,mantap aplikasi,mantap:5,aplikasi:-4,5.0,-4.0,1.0,positif,mantap,positif
6148,Aplikasi membantu berbagai transaksi ga pakek ribet mudah di gunakan mantapss,aplikasi membantu transaksi tidak pakek ribet mudah gunakan mantapss,membantu:4; transaksi:4; mudah:4,aplikasi:-4; tidak:-5; ribet:-4,12.0,-13.0,-1.0,negatif,mantap; ribet,manual_review
6149,"Aplikasinya lebih bagus yg lama krn bisa isi Jakcard melalui fitur NFC. Di aplikasi yg baru blm ada menunya, tlg dibuat spt yg lama dong 🙏",aplikasi lebih bagus bisa isi jakcard fitur nfc aplikasi belum menunya tlg dibuat spt,lebih:1; bagus:2; isi:2; tlg:3,aplikasi:-4; aplikasi:-4,8.0,-8.0,0.0,netral,bagus,positif
6157,"Gak pernah nyesel download aplikasi ini, fitur pembayaran pembelian lengkap banget. Bisa pake qris juga yang pasti.",tidak nyesel download aplikasi fitur pembayaran pembelian lengkap banget bisa pakai qris pasti,nyesel:5; lengkap:2; banget:1; pasti:3,tidak:-5; aplikasi:-4,11.0,-9.0,2.0,positif,,manual_review
6178,JakOne aplikasi keuangan dengan scan QRIS mudah dan deposit online aman!!!,jakone aplikasi keuangan scan qris mudah deposit online aman,mudah:4,aplikasi:-4,4.0,-4.0,0.0,netral,,manual_review
6184,"Cuman aplikasi ini yang sering minta maaf tapi tidak di imbangi sama perubahan, liat aja ulasannya rata2 keluhannya hampir sama. Memang kocak Bank DKI..😑",cuman aplikasi minta maaf tidak imbangi perubahan liat ulasannya rata2 keluhannya kocak bank dki,minta:2; maaf:2; perubahan:4; liat:2,aplikasi:-4; tidak:-5; kocak:-2,10.0,-11.0,-1.0,negatif,,manual_review
6185,"Masukan utk aplikator, menu utk Dana sebelum ada,kenapa setelah diupdate tdk ada menu tersebut mohon dilihat kembali tampilannya",masukan aplikator menu dana kenapa setelah diupdate tidak menu mohon dilihat tampilannya,dana:4; mohon:2,tidak:-5,6.0,-5.0,1.0,positif,,manual_review
6191,kenapa ya sy mau aktipin jakon mobal ko harus ngisi data lengka trus uda sy isi lengakap nik anda sudah terdaptar malah di suruh ke cabang bank dki terdekat ko malah di suruh ke bank dki lgi sih,kenapa ya sy aktipin jakon mobal ko ngisi data lengka uda sy isi lengakap nik terdaptar suruh cabang bank dki terdekat ko suruh bank dki lgi sih,ya:4; isi:2; terdekat:1,data:-3; suruh:-2; suruh:-2,7.0,-7.0,0.0,netral,,manual_review
6196,"Aplikasinya mudah digunakan simple gak ribet, proses pendaftarannya juga cpat,pokoknya sangat wort it digunakan.",aplikasi mudah digunakan simple tidak ribet proses pendaftarannya cpat pokoknya wort it digunakan,mudah:4; simple:3; ribet:4; proses:1,aplikasi:-4; tidak:-5; pokoknya:-3,12.0,-12.0,0.0,netral,mudah digunakan; aplikasi mudah; simple; ribet,manual_review
6203,"Ini gamana ya DKi d suruh upgrade yg baru,, udah download udah coba ikutin arahan ko mlah pembukaan rek",gamana ya dki d suruh upgrade udah download udah coba ikutin arahan ko mlah pembukaan rek,ya:4; coba:2,suruh:-2; arahan:-3,6.0,-5.0,1.0,positif,,manual_review
6216,"Aplikasi yang sangat bagus, bisa top up dan transfer. bisa pembayaran listrik, air, pajak dll",aplikasi bagus bisa top up transfer bisa pembayaran listrik air pajak dll,bagus:2; top:5,aplikasi:-4; air:-1; pajak:-3,7.0,-8.0,-1.0,negatif,bagus,positif
6240,"Mau tanya saya sudah donload Apk jakone di hp baru saya dan saya mau mentautkan jakone saya dengan nomor lama yang pernah di daftarkan di Bank DKI tapi kenapa pas buka apk jakone bukan nya login atau aktivasi tp malahan yg keluar seolah"" saya seperti ingin melakukan ajuan buka rekening baru. Padahal kan sy sudah punya ATM dan norek nya juga.mohon bantuan nya dong min",donload aplikasi jakone hp mentautkan jakone nomor daftarkan bank dki kenapa pas buka aplikasi jakone bukan nya login aktivasi malahan keluar ingin melakukan ajuan buka rekening padahal sy punya atm norek nya mohon bantuan nya min,pas:3; buka:3; aktivasi:2; buka:3; punya:3; mohon:2,aplikasi:-4; aplikasi:-4; bukan:-3; keluar:-3,16.0,-14.0,2.0,positif,,manual_review
6312,kenapa transfer ke rekening lain g bisa ya???,kenapa transfer rekening tidak bisa ya,ya:4,tidak:-5,4.0,-5.0,-1.0,negatif,,manual_review
6313,Mohon maaf bapak/ibuk yng ada ini saldo saya dah berkurang dan transaksi nggk masuk jadi saya mau agar secepatnya ditangani supaya yng lain tidak ada yng mengeluh seperti saya,mohon maaf bapak ibuk yng saldo dah berkurang transaksi nggk masuk secepatnya ditangani yng tidak yng mengeluh,mohon:2; maaf:2; saldo:2; transaksi:4; secepatnya:3,dah:-3; berkurang:-3; masuk:-3; tidak:-5,13.0,-14.0,-1.0,negatif,cepat,positif
6322,Aplikasi bagus seka Mbangking sangat rekomendasi krna sangat mudah dan gak ribed untuk bertransaksi lwat android,aplikasi bagus seka mbangking rekomendasi krna mudah tidak ribed bertransaksi lwat android,bagus:2; mudah:4; bertransaksi:3,aplikasi:-4; tidak:-5,9.0,-9.0,0.0,netral,bagus,positif
6324,"Ini gmn si versi baru tpi blm siap pakai, malah gaada menu nya sama sekali. Tolong segera di perbaiki",gmn si versi belum siap pakai gaada menu nya tolong segera perbaiki,tolong:3; segera:3,siap:-1; gaada:-3,6.0,-4.0,2.0,positif,,manual_review
6331,Tarik tunai di atm DKI kenapa bisa tidak ada ??!,tarik tunai atm dki kenapa bisa tidak,tarik:2; tunai:3,tidak:-5,5.0,-5.0,0.0,netral,,manual_review
6336,Aplikasinya sangat membantu untuk saya,aplikasi membantu,membantu:4,aplikasi:-4,4.0,-4.0,0.0,netral,sangat membantu,positif
6343,"Aplikasi serbaguna bisa beli pulsa dan sebagainya, transaksinya mudah ga ribet",aplikasi serbaguna bisa beli pulsa sebagainya transaksinya mudah tidak ribet,beli:2; mudah:4; ribet:4,aplikasi:-4; pulsa:-3; tidak:-5,10.0,-12.0,-2.0,negatif,ribet,negatif
6347,"Aplikasinya bergunaaa bangeett untuk mengecek saldo dan melakukan berbagai transaksi lainnya, sukaaa bangeeetttt❣️",aplikasi bergunaaa bangeett mengecek saldo melakukan transaksi lainnya sukaaa bangeeetttt,saldo:2; transaksi:4,aplikasi:-4,6.0,-4.0,2.0,positif,berguna,positif
6378,"transfer dr mbanking lain ga bisa, ini udah mau 2 bulan. dateng ke kcp DKI, niat buat kartu ATM, katanya lewat jakone mobile aja, oke bisa,, tapi setelah sampai dan kartu diterima lalu mau di aktifasi, klik penerima nya dr kiriman kurir ga bisa di klik, komplain via email ke costumer service di suruh dateng ke kcp DKI. bener bener merepotkan, kalo bukan buat bayar rumah sudah ku hapus di jakone mobile. bener bener bank kusut.",transfer mbanking tidak bisa udah 2 bulan dateng kcp dki niat kartu atm katanya jakone mobile oke bisa setelah kartu diterima aktifasi klik penerima nya kiriman kurir tidak bisa klik komplain via email costumer service suruh dateng kcp dki bener bener merepotkan bukan bayar rumah ku hapus jakone mobile bener bener bank kusut,dateng:2; oke:2; diterima:2; penerima:2; dateng:2; bener:3; bener:3; rumah:3; bener:3; bener:3,tidak:-5; bulan:-1; katanya:-1; tidak:-5; suruh:-2; bukan:-3; bayar:-1; hapus:-3; kusut:-4,25.0,-25.0,0.0,netral,,manual_review
6395,Makan Pulsa banyak sekali padahal salah OTP dua kali langsung habis 10.000 Bagaimana ini,makan pulsa padahal salah otp langsung habis 10 000,makan:1; langsung:3; habis:3,pulsa:-3; salah:-4,7.0,-7.0,0.0,netral,,manual_review
6399,Apk bagsat kadang bisa kadang kaga,aplikasi bagsat kadang bisa kadang kaga,kadang:3; kadang:3,aplikasi:-4,6.0,-4.0,2.0,positif,,manual_review
6402,yg bisa daftar cuman warga jakarta ya luar jakarta tidak bisa,bisa daftar cuman warga jakarta ya jakarta tidak bisa,daftar:1; ya:4,tidak:-5,5.0,-5.0,0.0,netral,,manual_review
6404,"sudah 5 jam mencoba buat menerima nomor otp nya, sampai isi pulsa, tapi tidak masuk""",5 jam mencoba menerima nomor otp nya isi pulsa tidak masuk,menerima:3; isi:2; masuk:3,pulsa:-3; tidak:-5,8.0,-8.0,0.0,netral,,manual_review
6411,"Aplikasi mudah digunakan, cuma masih belum ada fitur buat isi jackcard",aplikasi mudah digunakan belum fitur isi jackcard,mudah:4; isi:2,aplikasi:-4,6.0,-4.0,2.0,positif,mudah digunakan; aplikasi mudah,positif
6416,Jak one aplikasi yg sangat bagus dan dapat digunakan dengan mudah,jak one aplikasi bagus digunakan mudah,bagus:2; mudah:4,aplikasi:-4,6.0,-4.0,2.0,positif,bagus,positif
6424,"Jakone Mobile Aplikasi mudah di gunakan, Tampilan baru keren ,bisa beli pulsa ,paket data juga",jakone mobile aplikasi mudah gunakan tampilan keren bisa beli pulsa paket data,mudah:4; tampilan:1; beli:2; paket:4,aplikasi:-4; pulsa:-3; data:-3,11.0,-10.0,1.0,positif,aplikasi mudah; keren,positif
6430,Dari pagi mau masuk ke apknya muter2 mulu sampe pusing ni mata. padahal ni lagi d butuhin bgt buat transaksi . Udh update jg bknnya bagus malah tambah jelek . Gmna si ni,pagi masuk apknya muter2 mulu sampe pusing ni mata padahal ni d butuhin banget transaksi update jg bknnya bagus tambah jelek gmna si ni,pagi:1; mulu:2; banget:1; transaksi:4; bagus:2; tambah:3,masuk:-3; pusing:-4; mata:-2; jelek:-5,13.0,-14.0,-1.0,negatif,bagus; jelek,manual_review
6437,Aplikasi sangat bagus fitur lengkap sangat recommended,aplikasi bagus fitur lengkap recommended,bagus:2; lengkap:2,aplikasi:-4,4.0,-4.0,0.0,netral,bagus; recommended,positif
6454,Cukup memuaskan bagi para pengguna di karenakan tidak ada komentar negatif,memuaskan pengguna karenakan tidak komentar negatif,memuaskan:5; pengguna:1,tidak:-5,6.0,-5.0,1.0,positif,,manual_review
6458,"Nih aplikasinya sangat membantu banget, Recommended banget nih apk, banyak fitur-fiturnya, ga ribet prosesnya, mudah dipahami",nih aplikasi membantu banget recommended banget nih aplikasi fitur fiturnya tidak ribet prosesnya mudah dipahami,membantu:4; banget:1; banget:1; ribet:4; mudah:4,aplikasi:-4; aplikasi:-4; tidak:-5,14.0,-13.0,1.0,positif,sangat membantu; recommended; ribet,manual_review
6463,Aplikasinya bagus dan sangat membantu,aplikasi bagus membantu,bagus:2; membantu:4,aplikasi:-4,6.0,-4.0,2.0,positif,sangat membantu; bagus,positif
6464,Apk yang sangat bagus sekali untuk transaksi tanpa ribet dan sangat memudahkan sekali,aplikasi bagus transaksi ribet memudahkan,bagus:2; transaksi:4; memudahkan:3,aplikasi:-4; ribet:-4,9.0,-8.0,1.0,positif,bagus; memudahkan; ribet,manual_review
6469,Opsi tarik tunai hilang di aplikasi. Ini aplikasi kenapa sih?,opsi tarik tunai hilang aplikasi aplikasi kenapa sih,tarik:2; tunai:3; hilang:3,aplikasi:-4; aplikasi:-4,8.0,-8.0,0.0,netral,,manual_review
6475,"Mau tanya mau bayar tagihan listrik kok gak bisa bisa ya dari kemarin biasanya bisa muncul notif koneksi ke operator terputus coba beberapa saat lagi, apa memang sudah tidak bisa bayar tagihan listrik di jakone mobile?",bayar tagihan listrik kok tidak bisa bisa ya kemarin biasanya bisa muncul notif koneksi operator terputus coba beberapa tidak bisa bayar tagihan listrik jakone mobile,bayar:1; ya:4; muncul:1; koneksi:2; coba:2; bayar:1,tidak:-5; tidak:-5,11.0,-10.0,1.0,positif,,manual_review
6479,"aplikasinya knp ya kok pas konfirmasi ""apakah sudah mempunyai rekening atau blm"" mau jawab ""IYA"" gak bisa, ke klik nya yang ""TIDAK"" terus. tolong segera diperbaiki ya",aplikasi knp ya kok pas konfirmasi apakah mempunyai rekening belum jawab iya tidak bisa klik nya tidak tolong segera diperbaiki ya,ya:4; pas:3; konfirmasi:3; mempunyai:4; segera:3; ya:4,aplikasi:-4; jawab:-3; tidak:-5; tidak:-5; tolong:-3,21.0,-20.0,1.0,positif,,manual_review
6481,"gimana si ini mau daftar mbanking malah GK bisa"" di arahin'y buka rekening, padahal udah pnya rekening 🤦",gimana si daftar mbanking tidak bisa arahin y buka rekening padahal udah pnya rekening,daftar:1; buka:3,tidak:-5,4.0,-5.0,-1.0,negatif,,manual_review
6483,"tolonglah gw pengen verifikasi aja susah bgt, bikin abis pulsa aja, otp truzz",tolonglah gw pengen verifikasi susah banget bikin abis pulsa otp truzz,pengen:3; banget:1; abis:1,susah:-3; pulsa:-3,5.0,-6.0,-1.0,negatif,,manual_review
6502,Aplikasinya keren nyaman di gunakan,aplikasi keren nyaman gunakan,nyaman:4,aplikasi:-4,4.0,-4.0,0.0,netral,nyaman; keren,positif
6513,Sangat suka dengan aplikasi ini karena ini aplikasi yang bagus untuk transaksi harian,suka aplikasi aplikasi bagus transaksi harian,suka:3; bagus:2; transaksi:4,aplikasi:-4; aplikasi:-4,9.0,-8.0,1.0,positif,bagus,positif
6531,"kode OTP kenapa ga masuk"" ya?",kode otp kenapa tidak masuk ya,masuk:3; ya:4,kode:-3; tidak:-5,7.0,-8.0,-1.0,negatif,,manual_review
6536,"Aplikasinya sangat mudah di pakai sih, salah satu aplikasi yang saya download dan mudah mengoperasikannya. Gampang di pahami fitur-fiturnya juga. Oke mantab is the best deh pokoknya.",aplikasi mudah pakai sih salah aplikasi download mudah mengoperasikannya gampang pahami fitur fiturnya oke mantab is the best deh pokoknya,mudah:4; mudah:4; gampang:4; oke:2,aplikasi:-4; salah:-4; aplikasi:-4; pokoknya:-3,14.0,-15.0,-1.0,negatif,aplikasi mudah,positif
6538,"Setiap ganti HP selalu harus ke kantor cabang terdekat, padahal sudah mengisis data dgn benar sekalipun akan tampil pesan berkode 0404 (data tidak di ketemukan) kenapa harus selalu merepotkan seperti ini ?",setiap ganti hp kantor cabang terdekat padahal mengisis data benar sekalipun tampil pesan berkode 0404 data tidak ketemukan kenapa merepotkan,ganti:3; terdekat:1; benar:2; tampil:1; pesan:2,data:-3; data:-3; tidak:-5,9.0,-11.0,-2.0,negatif,,manual_review
6556,Aplikasi sangat menbantu untuk membuat transaksi dan proses pengiriman juga penerimaan sangat cepat. Rekomended,aplikasi menbantu membuat transaksi proses pengiriman penerimaan cepat rekomended,membuat:1; transaksi:4; proses:1; cepat:3,aplikasi:-4; pengiriman:-5,9.0,-9.0,0.0,netral,cepat,positif
6559,Aplikasi JakOne Mobile aplikasi yang sangat bagus memudahkan dalam semua transaksi dalam penggunaan sehari - hari 👍,aplikasi jakone mobile aplikasi bagus memudahkan transaksi penggunaan sehari hari,bagus:2; memudahkan:3; transaksi:4; penggunaan:1,aplikasi:-4; aplikasi:-4,10.0,-8.0,2.0,positif,bagus; memudahkan,positif
6573,"Setelah pembaruan , ko jadi lama ,ga bisa di buka, service time out",setelah pembaruan ko tidak bisa buka service time out,pembaruan:4; buka:3,tidak:-5,7.0,-5.0,2.0,positif,,manual_review
6586,Kenapa di minta periksa koneksi internet terus? Padahal kouta ada dan jaringan full.,kenapa minta periksa koneksi internet padahal kouta jaringan full,minta:2; koneksi:2; jaringan:3,periksa:-5,7.0,-5.0,2.0,positif,,manual_review
6590,kebanyakan nyangkut kalo dari e-commerce kirim dana ataupun bank lagi ke jakone / Bank Jakarta .. aplikasi ribet,kebanyakan nyangkut e commerce kirim dana ataupun bank jakone bank jakarta aplikasi ribet,kebanyakan:2; kirim:2; dana:4,aplikasi:-4; ribet:-4,8.0,-8.0,0.0,netral,ribet,negatif
6603,Aplikasi nya sangat membantu dan juga sangat recommended,aplikasi nya membantu recommended,membantu:4,aplikasi:-4,4.0,-4.0,0.0,netral,sangat membantu; recommended,positif
6604,Aplikasi kece bnget nih untuk anak muda yang maunya pembayaran yang sat set cepat. UI baru dan keren mudah juga digunakan.. download dan cobaa aja gunain aplikasinya. Keren dehh,aplikasi kece bnget nih anak muda maunya pembayaran sat set cepat ui keren mudah digunakan download cobaa gunain aplikasi keren dehh,kece:5; cepat:3; mudah:4,aplikasi:-4; anak:-3; muda:-2; maunya:-1; aplikasi:-4,12.0,-14.0,-2.0,negatif,mudah digunakan; keren; cepat,positif
6618,Bagus ya aplikasi ini,bagus ya aplikasi,bagus:2; ya:4,aplikasi:-4,6.0,-4.0,2.0,positif,bagus,positif
6623,Pembukaan rekening mudah dan cepat Tidak perlu ke kantor cabang👌,pembukaan rekening mudah cepat tidak kantor cabang,mudah:4; cepat:3,tidak:-5,7.0,-5.0,2.0,positif,cepat,positif
6626,Mesin ATM dan M-Banking selalu offline. Sungguh kecewa dengan Bank DKI yang tidak maksimal dalam pelayanan.,mesin atm m banking offline sungguh kecewa bank dki tidak maksimal pelayanan,sungguh:4; pelayanan:3,tidak:-5; maksimal:-3,7.0,-8.0,-1.0,negatif,kecewa,negatif
6628,Aplikasi yang sangat membantu,aplikasi membantu,membantu:4,aplikasi:-4,4.0,-4.0,0.0,netral,sangat membantu,positif
6639,"sekarang udah ga bisa cetak kartu ya,",udah tidak bisa cetak kartu ya,ya:4,tidak:-5,4.0,-5.0,-1.0,negatif,,manual_review
6645,Saya coba transfer ke rekening saya yang BCA...tidak masuk ke rekening tapi saldo terpotong... bagaimana cerita nya saldo udah kepotong tapi transferannya tidak masuk..,coba transfer rekening bca tidak masuk rekening saldo terpotong cerita nya saldo udah kepotong transferannya tidak masuk,coba:2; masuk:3; saldo:2; cerita:2; saldo:2; masuk:3,tidak:-5; terpotong:-3; tidak:-5,14.0,-13.0,1.0,positif,,manual_review
6654,Aplikasi nya sangat berguna...ayao buruan daftar...rekomendasi buat semua orang nih aplikasinya,aplikasi nya berguna ayao buruan daftar rekomendasi orang nih aplikasi,berguna:5; buruan:1; daftar:1,aplikasi:-4; aplikasi:-4,7.0,-8.0,-1.0,negatif,berguna,positif
6662,"udah download ko ya ssh d buka, muter"" aja...versi lama jg gk bisa lg...ini gmn sih",udah download ko ya ssh d buka muter versi jg tidak bisa lg gmn sih,ya:4; buka:3,tidak:-5,7.0,-5.0,2.0,positif,,manual_review
6667,Mantap bgt apknya. Tampilannya juga ga mbingungin. Bisa buat bayar pake qris juga,mantap banget apknya tampilannya tidak mbingungin bisa bayar pakai qris,mantap:5; banget:1; bayar:1,tidak:-5,7.0,-5.0,2.0,positif,mantap,positif
6670,"setelah di UPTADE ko malah loading trs ya..padahal klo bwt APK yg laen lncar"" saja.tlong dong di perbaiki lgi JAKONE nya",setelah uptade ko loading ya padahal klo bwt aplikasi laen lncar tlong perbaiki lgi jakone nya,ya:4,aplikasi:-4,4.0,-4.0,0.0,netral,,manual_review
6685,"Aplikasi yang gampang banget digunakan, beli pulsa, e walet, dan apa aja bisa di jackone, semoga semakin diupgrade untuk fitur lainnya 😍",aplikasi gampang banget digunakan beli pulsa e walet bisa jackone semoga diupgrade fitur lainnya,gampang:4; banget:1; beli:2,aplikasi:-4; pulsa:-3,7.0,-7.0,0.0,netral,,manual_review
6701,Ini ko mau buat m-banking ganerima kode otp nya ya.padahal saya ada pulsa nya,ko m banking ganerima kode otp nya ya padahal pulsa nya,ya:4,kode:-3; pulsa:-3,4.0,-6.0,-2.0,negatif,,manual_review
6703,Aplikasi terbaik 🥳,aplikasi terbaik,terbaik:5,aplikasi:-4,5.0,-4.0,1.0,positif,terbaik,positif
6742,"Aplikasi mudah di gunakan, Tampilan baru keren, ada banyak benefit gratis untuk aplikasi ini. Mendapatkan reward 600 rb saat mendaftar",aplikasi mudah gunakan tampilan keren benefit gratis aplikasi mendapatkan reward 600 rb mendaftar,mudah:4; tampilan:1; gratis:4,aplikasi:-4; aplikasi:-4,9.0,-8.0,1.0,positif,aplikasi mudah; keren,positif
6747,"beli pulsa dan bayar tagihan disini mudah banget dan g pakai ribet ternyata, cukup membantu.",beli pulsa bayar tagihan disini mudah banget tidak pakai ribet ternyata membantu,beli:2; bayar:1; mudah:4; banget:1; membantu:4,pulsa:-3; tidak:-5; ribet:-4,12.0,-12.0,0.0,netral,ribet,negatif
6757,"Aplikasi yang sangat membantu, terutama untuk pembelian pulsa dan token listrik. Tampilannya juga user friendly",aplikasi membantu terutama pembelian pulsa token listrik tampilannya user friendly,membantu:4; terutama:4,aplikasi:-4; pulsa:-3,8.0,-7.0,1.0,positif,sangat membantu,positif
6763,Perbaikan lagi min setiap tanggal 1 loading nya lama banget... Beda sama M-banking yang lain...,perbaikan min setiap tanggal 1 loading nya banget beda m banking,perbaikan:3; banget:1,tanggal:-4; beda:-2,4.0,-6.0,-2.0,negatif,,manual_review
