row_index,review_id,review,clean_review,rating,year,split_set,lexicon_score,label_original,label,label_source,refinement_reason,evidence_pattern,confidence_level
8498,6f79c44c-1e17-4e05-a899-76dd4fab9427,Best app ever!!! Sangat mudah untuk digunakan dan pelajari tidak ribet.,best aplikasi ever mudah digunakan pelajari tidak ribet,5,2022,train,-1.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,mudah digunakan,high
8502,4451e425-b7ac-44c0-aea6-eacc0d4fea5c,aplikasi sangat mudah untuk di gunakan,aplikasi mudah gunakan,5,2025,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,aplikasi mudah,high
8509,bd1fbb6d-766e-4ae2-bde4-119151fe50e1,Aplikasi yang sangat membantu dan tidak susah buat memakainya..buruan download,aplikasi membantu tidak susah memakainya buruan download,5,2023,test,-1.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,sangat membantu,high
8510,097fddbf-419c-442a-afb3-57a49d1e092b,"Aplikasi bobrok, yang bikin tolol.. verifikasi wajah gagal terus, bobrok aplikasi tidak berguna, bagusan yang lama !!!!!!!! Buang buang pulsa doang buat kode otp.. tolol.. !!!",aplikasi bobrok bikin tolol verifikasi wajah gagal bobrok aplikasi tidak berguna bagusan buang buang pulsa doang kode otp tolol,1,2023,train,-51.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,berguna,high
8524,92649334-39e5-4475-bebc-34d171b93f8c,"Aplikasi yang sangat berguna dan membantu, dijamin tidak akan menyesal menggunakan apk ini",aplikasi berguna membantu dijamin tidak menyesal menggunakan aplikasi,5,2024,train,-5.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,berguna,high
8539,ff2fed93-a39d-4489-bc7f-f50571dfa46d,Aplikasi JakOne Mobile ini tampilannya jauh lebih bagus dan fiturnya mudah digunakan,aplikasi jakone mobile tampilannya jauh lebih bagus fiturnya mudah digunakan,5,2022,train,-1.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,mudah digunakan,high
8560,dce104de-08a2-40a3-880d-2100ca8f4bfc,"Aplikasinya mudah digunakan, tampilan fiturnya keren dan tentunya sangat mudah untuk dipahami. Keren, pokoknya nga bakal nyesel kalau dowload",aplikasi mudah digunakan tampilan fiturnya keren tentunya mudah dipahami keren pokoknya nga nyesel dowload,5,2022,train,-3.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,mudah digunakan,high
8600,26985b54-7ea5-4024-9e7d-d7420e9a3596,"Saya sudah sesuai panduan Sudah masuk NIK sudah sesuai, nomer rekening sudah sesuai , tanggal lahir sudah sesuai, dan alamat email sudah sesuai,, tapi verifikasi gagal Gimanah yaa?? Banyak gk bisa masuuukkk",sesuai panduan masuk nik sesuai nomer rekening sesuai tanggal lahir sesuai alamat email sesuai verifikasi gagal gimanah yaa tidak bisa masuuukkk,1,2022,train,2.0,positif,negatif,high_confidence_refinement,negative_pattern: label conflicts with clear negative phrase,verifikasi gagal,high
8623,ea471e9f-98f5-4cb3-8744-e3b7fbce711c,"Sangat membantu sekali ya menurut saya recomend bgt ini apk ngak perlu ribet"" lagi jika mau beli pulsa atau kuota internet ,apk yg serbaguna",membantu ya menurut recomend banget aplikasi ngak ribet beli pulsa kuota internet aplikasi serbaguna,5,2022,test,-2.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,sangat membantu,high
8692,6406dc70-2f72-4623-84f6-6daa7f9bef32,Keywords + apk bagus dan bermanfaat bagi semuanya.,keywords aplikasi bagus bermanfaat semuanya,5,2022,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,bagus,high
8700,a3ae6fa5-3335-47e8-8074-e9d5daeac74a,"Makin kesini makin kesana nih aplikasi, gaje banget minimal update servernya dlu biar bagus, buat para pengguna ku saranin pke m banking lain aja deh, atau dana nya pindah ke E-Wallet aja, gajelas aplikasi ini mau di pke buru buru ada aja kendalanya, masih bagus Aps yg lama nya",kesini kesana nih aplikasi gaje banget minimal update servernya dlu biar bagus pengguna ku saranin pke m banking deh dana nya pindah e wallet gajelas aplikasi pke buru buru kendalanya bagus aps nya,1,2023,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,bagus,high
8710,b2cb7b4a-d684-4b94-ac2c-faebb10ecc9d,"Memang ga salah buat install ini aplikasi, memudahkan pembayaran di era yang sekarang serba digital. recommend pokonya",tidak salah install aplikasi memudahkan pembayaran era serba digital recommend pokonya,5,2022,train,-4.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,memudahkan,high
8778,f43c7dc7-df5e-4fb1-a57d-8dc5bc189627,"Padahal sinyal bagus, tp kalo dibuka seringnya periksa kembali jaringan anda. Kacau dki",padahal sinyal bagus dibuka seringnya periksa jaringan kacau dki,1,2023,test,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,bagus,high
8802,dcefe848-a2fb-4829-a155-83a8e428d82c,Susah sekali buat masuknya padahal password udah bener,susah masuknya padahal password udah bener,3,2022,train,0.0,netral,negatif,high_confidence_refinement,neutral_zero: negative phrase canceled to zero,susah masuk,high
8805,d1959fe0-82dd-4da9-9cab-0b1092feb67c,"""Sungguh luar biasa! Aplikasi JakOne Mobile benar-benar mempermudah saya dalam membayar tagihan Super Air Jet. Sebelumnya, saya harus menghabiskan waktu berharga untuk mengantre di loket atau membayar melalui transfer bank. Namun, sekarang dengan JakOne Mobile, saya dapat membayar tagihan Super Air Jet hanya dengan beberapa ketukan jari. Tidak hanya itu, fitur keamanan yang canggih juga membuat saya merasa nyaman dalam melakukan transaksi. Terima kasih JakOne Mobile atas kemudahan dan kenyamanan",sungguh aplikasi jakone mobile benar benar mempermudah membayar tagihan super air jet sebelumnya menghabiskan berharga mengantre loket membayar transfer bank jakone mobile membayar tagihan super air jet beberapa ketukan jari tidak fitur keamanan canggih membuat merasa nyaman melakukan transaksi terima kasih jakone mobile atas kemudahan kenyamanan,5,2024,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,nyaman,high
8812,ab2578e2-a6c1-4fe6-8ebe-10d7cc13955c,"Aplikasinya Bagus, pertahankan, interval update lebih diperpanjang lagi.",aplikasi bagus pertahankan interval update lebih diperpanjang,4,2022,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,bagus,high
8823,f2aa2bb8-e752-4eba-9604-ed41ca329f0c,Wah aplikasi ini sangat membantu dan mempermudah dari segi pembayaran apalagi ketika mau berbelanja.. Dengan aplikasi ini sangat mempermudah bayar ketika mau berbelanja dimana saja.,aplikasi membantu mempermudah segi pembayaran apalagi berbelanja aplikasi mempermudah bayar berbelanja dimana,5,2022,train,-13.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,sangat membantu,high
8833,7274447c-982f-4bce-97d1-2a3dd8d26232,Ribet kebanyakan minta di update,ribet kebanyakan minta update,1,2023,train,0.0,netral,negatif,high_confidence_refinement,neutral_zero: negative phrase canceled to zero,ribet,high
8843,d35fa171-a7d0-4b52-ac33-f5cd7439c596,Aplikasi JakOne Mobile Bank DKI dengan tampilan baru yang sangat keren dan sangat memuaskan mempermudah segala urusan seperti transfer . aplikasinya mudah digunakan serta fiturnya jugaa banyak🥰🥰🥰,aplikasi jakone mobile bank dki tampilan keren memuaskan mempermudah urusan transfer aplikasi mudah digunakan fiturnya jugaa,5,2022,train,-1.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,mudah digunakan,high
8844,03f7193f-10fc-4394-a060-1b6b8d74adc4,"Aplikasi mudah di gunakan, Tampilan baru keren, mantap dah pokonya aplikasi ini",aplikasi mudah gunakan tampilan keren mantap dah pokonya aplikasi,5,2022,train,-3.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,mantap,high
8852,57e5c44f-7b5d-42f0-bfa4-780e98d567dc,Aplikasi wajib ..sangat membantu sekali..recomended bnget pkoknya..bintang 5 buat apk ini.,aplikasi wajib membantu recomended bnget pkoknya bintang 5 aplikasi,5,2022,validation,-6.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,sangat membantu,high
8855,9d4917a9-7a7a-4583-9693-d0ab5e2a0ecc,Aplikasi nya bagus dan lengkap,aplikasi nya bagus lengkap,5,2025,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,bagus,high
8862,54d61a24-19ab-4702-aecc-dc1ab3f0b695,Jackone mandiri sangat bagus dan mudah dalam segalanya semoga maju terus jackone mandiri,jackone mandiri bagus mudah segalanya semoga maju jackone mandiri,5,2024,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,bagus,high
8913,65e950c0-857b-49a7-8515-cbddff788b02,Keren,keren,5,2022,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,keren,high
8917,086213c2-9d5a-4850-acea-45a1463d59da,Aplikasi yang sangat berguna tidak susah digunakan ni alplikasi rekomen banget dahh thanks yaa min,aplikasi berguna tidak susah digunakan ni alplikasi rekomen banget dahh thanks yaa min,5,2023,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,berguna,high
8936,1c680f6e-e95b-41b2-8509-5e5799c9ac5a,Semakin mulus dan dlancar sistemnya JakOne. Jadi betah pakai aplikasi ini untuk transfer2 antar bank.,mulus dlancar sistemnya jakone betah pakai aplikasi transfer2 antar bank,5,2022,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,lancar,high
8969,3e9fea35-15c5-4a14-94c4-ea7617d753aa,"Aplikasinya sangat membantu buat bayar tagihan jadi ga pake ribet, tampilannya juga bagus dan bisa scan qris juga",aplikasi membantu bayar tagihan tidak pakai ribet tampilannya bagus bisa scan qris,5,2023,train,-6.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,sangat membantu,high
8976,ff346ac7-34d6-4ae7-9633-c028fc3821c3,"Aplikasi bagus, mudah di gunakan dan pengisian uang elektroniknya lengkap sungguh sangat memudahkan untuk bermalas-malasan shoping sambil tiduran, namun sangat di sayangkan sekarang BI FAST nya sudah ga ada lagi, mohon infonya min kenapa BI FAST nya jadi hilang dan ga bisa lagi",aplikasi bagus mudah gunakan pengisian uang elektroniknya lengkap sungguh memudahkan bermalas malasan shoping tiduran sayangkan bi fast nya tidak mohon infonya min kenapa bi fast nya hilang tidak bisa,2,2023,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,bagus; memudahkan,high
9002,e80e1d29-98b6-4065-adf5-321b9ed8ba48,Aplikasi nya bagus dan lengkap fiturnya,aplikasi nya bagus lengkap fiturnya,5,2024,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,bagus,high
9008,5bca3d88-8ff1-4439-a105-91a3b7d6f8c7,Apk nya bagus sekali fitur fitur nya juga lengkap the best 👍,aplikasi nya bagus fitur fitur nya lengkap the best,5,2025,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,bagus,high
9014,5551edc2-4838-4982-bfa1-6e0890bee554,"Keren aplikasinya, mudah digunakan, pokonya mantep ga ribet juga. Rekomendasi banget 👍👍",keren aplikasi mudah digunakan pokonya mantep tidak ribet rekomendasi banget,5,2023,train,-2.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,mudah digunakan,high
9062,1141c07e-1c05-410b-850a-5a135d2ff907,"aplikasi yang memudahkan untuk transaksi , trus juga dilengkapi dengan qris yang benar benar sangat berguna buat kaum millenial , fiturnya pun lengkap bisa membayar PLN lewat rumah ngga perlu keluar keluar lagi. pokoknya aplikasi mantep lah buat kaum mageran millenial",aplikasi memudahkan transaksi dilengkapi qris benar benar berguna kaum millenial fiturnya lengkap bisa membayar pln rumah ngga keluar keluar pokoknya aplikasi mantep kaum mageran millenial,5,2022,train,-1.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,memudahkan,high
9073,4313a4cf-75b3-4732-a9f7-ce0b6cf09182,dari sebelum dan selama libur lebaran seminggu sudah ga bisa transaksi transfer antar bank ga bisa isi shoppe pay payah banget Bank DKI,selama libur lebaran seminggu tidak bisa transaksi transfer antar bank tidak bisa isi shoppe pay payah banget bank dki,1,2025,train,0.0,netral,negatif,high_confidence_refinement,negative_pattern: label conflicts with clear negative phrase,tidak bisa transaksi,high
9084,12534031-2a71-405f-acea-ed4932624a0a,Kerennnnnn *****,kerennnnnn,5,2022,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,keren,high
9169,3ea6de61-e361-4fb0-bc6e-ab1a38b2aa31,"PERCUMA ADA APLIKASINYA, OTP GA MASUK MASUK, PULSA ADA TAPI TETAP GA MASUK, MENYUSAHKAN PENGUNJUNG AJA, INI KARTU DKI UDAH PUNYA SAMPE 3, MASA HARUS BELI LAGI??? SEBELUM BIKIN ATURAN CEK DULU MEMUDAHKAN MASYARAKAT ATAU GA UNTUK PEMBELIAN TIKET, KALAU BANYAK MASALAH YA EVALUASI BUKAN TETAP DITERUSKAN!",percuma aplikasi otp tidak masuk masuk pulsa tidak masuk menyusahkan pengunjung kartu dki udah punya sampe 3 masa beli bikin aturan cek memudahkan masyarakat tidak pembelian tiket masalah ya evaluasi bukan diteruskan,1,2025,train,-10.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,memudahkan,high
9193,1ba0b74f-08a4-46c1-b1ed-59c9f412b737,Tampilan dan aplikasi lebih bagus,tampilan aplikasi lebih bagus,5,2022,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,bagus,high
9200,9a4b6a34-229f-4e6b-9c11-5741076fd1a5,parahhh,parahhh,1,2025,validation,0.0,netral,negatif,high_confidence_refinement,neutral_zero: negative phrase canceled to zero,parah,high
9211,824bc729-ccd7-4228-b8ce-3ad7b8719313,"sekalipun mudah digunakan, keamanan aplikasi ini ga perlu diragukan sih, TOP sekali",sekalipun mudah digunakan keamanan aplikasi tidak diragukan sih top,5,2022,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,mudah digunakan,high
9221,b74e6ac2-1df7-4005-8f1b-16c65f90c622,aplikasi yang sangat membantu yang digital anda,aplikasi membantu digital,5,2024,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,sangat membantu,high
9253,63645bd1-c38a-4bb5-8b06-388a39874454,Aplikasi ini super lambat,aplikasi super lambat,1,2023,validation,0.0,netral,negatif,high_confidence_refinement,neutral_zero: negative phrase canceled to zero,lambat,high
9255,9ca1e12f-8af6-4bb4-b5ea-a8c8888b6826,"sering kali transaksi gagal,tapi saldo berkurang..tolong IT nya dibenerin",transaksi gagal saldo berkurang tolong it nya dibenerin,2,2026,validation,2.0,positif,negatif,high_confidence_refinement,negative_pattern: label conflicts with clear negative phrase,transaksi gagal,high
9261,46887a78-9ed3-46a4-b05e-58d0a4a288be,"Aplikasi bagus dan berguna, biaya admin bulanan jg murah nol rupiah. Yg perlu ditingkatkan cuma aplikasi'y aja yg terlalu lama loading, gak cocok buat yg ada keperluan darurat dan mendadak dalam hal bayar² & transfer karena kelamaan di loading doang.",aplikasi bagus berguna biaya admin bulanan jg murah nol rupiah ditingkatkan aplikasi y loading tidak cocok keperluan darurat mendadak bayar transfer kelamaan loading doang,5,2023,train,-6.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,berguna,high
9273,d1411ce3-0c9a-41e7-9f80-67bc0fd7fdd2,"aplikasi nya sangat mudah digunakan, tampilannya bagus, terus juga mau login ke aplikasi nya pakai password jadi lebih aman deh.",aplikasi nya mudah digunakan tampilannya bagus login aplikasi nya pakai password lebih aman deh,5,2023,train,-1.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,mudah digunakan,high
9312,b3d3e393-bf17-40d1-a898-03a3781fc10a,parahhhh,parahhhh,1,2025,test,0.0,netral,negatif,high_confidence_refinement,neutral_zero: negative phrase canceled to zero,parah,high
9326,2d1f446d-7635-4ec8-8d1a-14c7b61984a6,Apk sangat bagus jdi lebih mudah untuk segala transaksi jangn ragu lagi pakek apk ini,aplikasi bagus jdi lebih mudah transaksi jangn ragu pakek aplikasi,5,2023,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,bagus,high
9329,677d48c5-5c98-4ae3-8dc3-714a77c41544,"tolong dong di perbaiki lagi sistemnya setiap jam 3-5 suka eror gabisa transaksi mau di atm atau di m-banking, susah banget kalo mau transaksi 🤦",tolong perbaiki sistemnya setiap jam 3 5 suka error tidak bisa transaksi atm m banking susah banget transaksi,2,2025,train,2.0,positif,negatif,high_confidence_refinement,negative_pattern: label conflicts with clear negative phrase,tidak bisa transaksi,high
9339,b15dd58b-b04c-4f06-9e61-b3afc2eb7d91,"Aplikasi yang sangat membantu, informatif, dan inovatif. Semoga terus berkembang program digital bank di Indonesia. Bisaa!!!",aplikasi membantu informatif inovatif semoga berkembang program digital bank indonesia bisaa,5,2022,validation,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,sangat membantu,high
9342,c4c17798-4250-4c23-8114-238f2b9e3245,Aplikasinya sangat mudah digunakan dengan fitur yang lengkap untuk mbanking yang digunakan anak muda,aplikasi mudah digunakan fitur lengkap mbanking digunakan anak muda,5,2023,train,-3.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,mudah digunakan,high
9347,b6e62a85-8f8d-4a5b-ab50-5bcb83aecf4f,sangatpuas,sangatpuas,5,2025,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,puas,high
9350,3444e4ca-c7f8-4359-b2bc-a19572084822,Keren,keren,5,2024,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,keren,high
9364,c9c15ecc-4a41-4a7d-8d92-0e731e5acaa9,"Keren bgd makin canggih dan inovatif, bisa untuk semua pembayaran .. keren bank DKI..",keren bgd canggih inovatif bisa pembayaran keren bank dki,5,2022,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,keren,high
9387,ee8acf56-87cc-45db-9af3-7ae802e6a207,"aplikasi nya bagus, mempermudah untuk transaksi. fitu-fiturnya lengkap dan mudah dipahami atau tidak membingungkan",aplikasi nya bagus mempermudah transaksi fitu fiturnya lengkap mudah dipahami tidak membingungkan,5,2023,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,bagus,high
9394,75705bc1-8407-4300-9b2f-8e7174e70a81,"1. Sering down gabisa diakses terutama di tanggal periode penggajian 2. Mutasi rekening tidak menampilkan informasi detail tujuan transfer keluar ke siapa, jadi kalau bukti transfer lupa di download atau di SS jadi gabisa tracking riwayat mutasi terutama jika mau komplain refund 3. e- ekening koran baru ada saat sudah 1 bulan full berlalu, kalau ada kendala transaksi di awal/tengah bulan dan butuh rekening koran jadi harus ke bank (mau tidak mau), dan ini membuat e-rekening korang tidak berguna.",1 down tidak bisa diakses terutama tanggal periode penggajian 2 mutasi rekening tidak menampilkan informasi detail tujuan transfer keluar bukti transfer lupa download ss tidak bisa tracking riwayat mutasi terutama komplain refund 3 e ekening koran 1 bulan full berlalu kendala transaksi bulan butuh rekening koran bank tidak membuat e rekening korang tidak berguna,1,2025,train,-39.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,berguna,high
9399,4e7ed15b-37ce-4f26-adb4-2e603b59badd,"Aplikasinya sangat mudah dipakai, di aplikasi ini juga terdapat banyak macam pembayaran. The best pokoknya",aplikasi mudah dipakai aplikasi pembayaran the best pokoknya,5,2022,validation,-7.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,mudah dipakai,high
9401,c3c034b9-1f78-44b2-a9cc-5615fc376086,Kirain aplikasi terbru makin enteng Ternyata oh ternyata lemotnya,kirain aplikasi terbru enteng ternyata oh ternyata lemotnya,1,2023,test,0.0,netral,negatif,high_confidence_refinement,neutral_zero: negative phrase canceled to zero,lemot,high
9422,6e2a686b-8fbc-4686-9881-c423b4f6e2f2,Mantap aplikasinya tampilanya mudah dipahami pokoknya wajib download deh,mantap aplikasi tampilanya mudah dipahami pokoknya wajib download deh,5,2022,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,mantap,high
9429,0c10f4bf-d1cf-4ea7-b1fa-8a25cee78a44,mbanking tak berguna klau bukan karena hibah g gue pakai ini. dikeadaan begini butuh uang login pun tak bisa. tolong dibenahi . 2 Minggu saya login g bisa2 juga. dimana tanggung jawabnya ini.????????????,mbanking tak berguna klau bukan hibah tidak gue pakai dikeadaan butuh uang login tak bisa tolong dibenahi 2 minggu login tidak bisa2 dimana tanggung jawabnya,1,2025,train,-26.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,berguna,high
9477,4ec7c71e-9872-4344-a18c-3c3aa9ea62f6,"1) Tak bisa transfer antar bank yg berbeda, padahal lagi diperlukan banget untuk Idul Fitri. 2) Tak lagi tersedia gopay, padahal dulu ada, bagaimana caranya mau berkeliling Idul Fitri dgn ojek online? 3) Percuma ada fitur mutasi tapi mutasi masuk/keluar nggak ke detect. 4) Percuma nelpon CS kalo ada masalah, karena selain tekor pulsa, masalahpun tak selesai. 5) Qris tak berguna, tak bisa untuk pembelian. Aplikasi sering eror. Sampah. IT ganti aje. ATM DKI pun jauh dari rumah",1 tak bisa transfer antar bank berbeda padahal diperlukan banget idul fitri 2 tak tersedia gopay padahal caranya berkeliling idul fitri ojek online 3 percuma fitur mutasi mutasi masuk keluar tidak detect 4 percuma nelpon cs masalah tekor pulsa masalahpun tak selesai 5 qris tak berguna tak bisa pembelian aplikasi error sampah it ganti aje atm dki jauh rumah,1,2025,test,-35.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,berguna,high
9506,df1d9287-b070-456f-8aa4-eba3ee506ee2,Aplikasinya sangat membantu dan memudahkan kita dalam membayar tagihan dan gak perlu ribet ke atm,aplikasi membantu memudahkan kita membayar tagihan tidak ribet atm,5,2023,train,-1.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,sangat membantu,high
9556,f858e395-2bb5-4bb5-b554-dd27082ff131,"Aneh banget, sinyal bagus tapi ga bisa transaksi....",aneh banget sinyal bagus tidak bisa transaksi,1,2025,test,6.0,positif,negatif,high_confidence_refinement,negative_pattern: label conflicts with clear negative phrase,tidak bisa transaksi,high
9597,6306338e-d0a8-44e1-bfb6-9cf0c555af06,Udh beberapa x di update... Tapi kwalitas masih lebih bagus versi sebelumnya.. saat ini aplikasi hanya bisa di akses dengan wifi.. baru cepet... Tapi kalau pake data... Hmmmm... Bikin keseeeeel....,beberapa x update kwalitas lebih bagus versi sebelumnya aplikasi bisa akses wifi cepet pakai data hmmmm bikin keseeeeel,1,2023,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,bagus,high
9641,8f8901d2-c64e-4543-94cb-185ed76a5dde,Wah keren sekali ni apk sangat membantu semua transaksiku,keren ni aplikasi membantu transaksiku,5,2024,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,sangat membantu; keren,high
9652,738328ba-f318-4966-be38-573ece418b29,"Ini salah satu aplikasi terbaik yang aku cari, aplikasi m - banking yang mudah dan cepat responnya.. Recomended pokoknya lah😍",salah aplikasi terbaik cari aplikasi m banking mudah cepat responnya recomended pokoknya,5,2023,train,-6.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,terbaik,high
9662,9aaf73d3-d356-46aa-8f3f-942c05574e70,"Apk ini sangat bagus mudah digunakan fitur lengkap bisa bayar PLN, internet,pulsa ini aplikasi emang rekomendasi deh",aplikasi bagus mudah digunakan fitur lengkap bisa bayar pln internet pulsa aplikasi emang rekomendasi deh,5,2022,test,-2.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,mudah digunakan,high
9672,c3d361e0-c160-4d24-8272-380d61bce239,parahhhhhhhhh,parahhhhhhhhh,1,2025,train,0.0,netral,negatif,high_confidence_refinement,neutral_zero: negative phrase canceled to zero,parah,high
9700,d95af56a-7fb7-411c-abc2-cb78dee45e05,Keren,keren,5,2024,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,keren,high
9703,9c0aea11-4acc-4deb-bc12-32ccb4a52931,Kenapa verifikasi gagal mulu ya?,kenapa verifikasi gagal mulu ya,3,2022,train,2.0,positif,negatif,high_confidence_refinement,negative_pattern: label conflicts with clear negative phrase,verifikasi gagal,high
9712,f77bd2ec-ee09-484f-8b90-78bbd87f29d4,Salah satu aplikasi mobile banking terbaik yang ada sukses selalu untuk JakOne Mobile,salah aplikasi mobile banking terbaik sukses jakone mobile,5,2023,validation,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,terbaik,high
9731,54b7afe9-93ff-47e5-a8b4-0c248884265e,kok makin kesini malah nggak bisa tf antar bank dan menu uang elektroniknya nggak ada lagi gopay adanya shopeepay sama dana aja. bukan memudahkan tapi bikin sulit ini mana potongannya gede banget perbulan🥲hadeeh,kok kesini tidak bisa transfer antar bank menu uang elektroniknya tidak gopay shopeepay dana bukan memudahkan bikin sulit potongannya gede banget perbulan hadeeh,1,2025,train,-9.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,memudahkan,high
9735,0e43f3fb-08f0-4c5a-9c74-36332a36cbf0,"Aplikasi sangat sangat buruk *Mau transaksi, sampai di tahap akhir sering gagal, muncul tulisan harap hubungi CS ..... dst * mau bayar pakai Qris, loadingnya ampun deh lama banget, koneksi internet sedang bagus * Tidak terkoneksi dgn Sopee Pay * jadi aplikasi ini berguna hanya u tuk cek saldo dan mutasi saja ya....",aplikasi buruk transaksi tahap gagal muncul tulisan harap hubungi cs dst bayar pakai qris loadingnya ampun deh banget koneksi internet bagus tidak terkoneksi sopee pay aplikasi berguna u tuk cek saldo mutasi ya,1,2023,train,-3.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,berguna,high
9747,52a139c7-e04e-4204-8d47-2b2b18e1dec2,aplikasinya bagus dan ringan di gunakan pokoknya mantap dah,aplikasi bagus ringan gunakan pokoknya mantap dah,5,2024,train,-1.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,mantap,high
9764,5c088faa-1e30-4305-b092-2146aac6497b,Okk keren,okk keren,5,2023,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,keren,high
9782,8cedf5ab-264e-4f30-a3a0-5c422179bcfe,"Aplikasi sangat membantu, mempermudah pembayaran dan sangat banyak fitur",aplikasi membantu mempermudah pembayaran fitur,5,2024,train,-3.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,sangat membantu,high
9823,7c421819-8c0a-499d-b494-77cfad9df3e4,Keren,keren,5,2024,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,keren,high
