review,clean_review,current_label,lexicon_score,suggested_label,reason,evidence_pattern,confidence_level,category
Di keterangan pembaruan katanya bisa top up Dana tapi nyatanya di aplikasi setelah di perbarui belum bisa top up Dana,keterangan pembaruan katanya bisa top up dana nyatanya aplikasi setelah perbarui belum bisa top up dana,positif,17.0,negatif,negation_pattern: positive label despite negation/complaint phrase,belum bisa,medium,negation_pattern
sampai saat ini belum bisa melakukan transaksi . menyusahkan saja,belum bisa melakukan transaksi menyusahkan,positif,8.0,negatif,negation_pattern: positive label despite negation/complaint phrase,belum bisa,medium,negation_pattern
Ko belum bisa mengunakan aplikasi ini berkendala tolong di perbaiki servis nya sya buka ko eng bisa,ko belum bisa mengunakan aplikasi berkendala tolong perbaiki servis nya sya buka ko eng bisa,positif,5.0,negatif,negation_pattern: positive label despite negation/complaint phrase,belum bisa,medium,negation_pattern
Fitur refund dari jakone pay belum bisa. Mohon di tingkatkan kembali,fitur refund jakone pay belum bisa mohon tingkatkan,positif,2.0,negatif,negation_pattern: positive label despite negation/complaint phrase,belum bisa,medium,negation_pattern
ini knp blm bisa bwat transaksi ke rekening laen.. aduhhh,knp belum bisa bwat transaksi rekening laen aduhhh,positif,4.0,negatif,negation_pattern: positive label despite negation/complaint phrase,belum bisa,medium,negation_pattern
"kak saya buka rekening bank dki di jakone mobile kok belum bisa dipakai rekeningnya,niat hati mau transfer saldo dari bank konvensional saya copy pas rekeningnya keterangan tidak aktif.padahal di jack one mobile sudah muncul no rekeningnya.",kak buka rekening bank dki jakone mobile kok belum bisa dipakai rekeningnya niat hati transfer saldo bank konvensional copy pas rekeningnya keterangan tidak aktif padahal jack one mobile muncul no rekeningnya,positif,4.0,negatif,negation_pattern: positive label despite negation/complaint phrase,belum bisa,medium,negation_pattern
"Pemberitahuan maintenance sampai jam 16.00, sampe menjelang isya masih aja belum bisa transfer antar bank. Tolong diperbaiki pelayanannya, mentang-mentang plat merah. Deuh.",pemberitahuan maintenance jam 16 00 sampe menjelang isya belum bisa transfer antar bank tolong diperbaiki pelayanannya mentang mentang plat merah deuh,positif,1.0,negatif,negation_pattern: positive label despite negation/complaint phrase,belum bisa,medium,negation_pattern
Selalu seperti ini masalahnya. Mau jakone lama atau yang baru masih aja belum bisa memuaskan nasabah. Udah makin banyak fitur yang hilang ditambah transfer antar bank juga ga ada. Kalo boleh mah udah pindah bank nih... Tolong untuk segera diperbaiki ya...,masalahnya jakone belum bisa memuaskan nasabah udah fitur hilang ditambah transfer antar bank tidak boleh mah udah pindah bank nih tolong segera diperbaiki ya,positif,16.0,negatif,negation_pattern: positive label despite negation/complaint phrase,belum bisa,medium,negation_pattern
sudah sebulan lebih (dr akhir maret 2025) perbaikan mbanking (trf bank lain dan qris) masih belum bisa. Please gerak cepat. jangan mentang2 aman di bawah naungan BUMD.,sebulan lebih maret 2025 perbaikan mbanking trf bank qris belum bisa please gerak cepat jangan mentang2 aman bawah naungan bumd,positif,1.0,negatif,negation_pattern: positive label despite negation/complaint phrase,belum bisa,medium,negation_pattern
saya top up dana pada tanggal 01 Agustus 2025 pada jam 15:06 Samapi hari ini belum masuk dan sudah sempat menghubungi 1500-351 dan masih harus menunggu juga sedang kan saya sudah mendadak ada kebutuhan yang harus saya uruskan mohon di bantu permasalahan saya ini dong ka,top up dana tanggal 01 agustus 2025 jam 15 06 samapi hari belum masuk menghubungi 1500 351 menunggu mendadak kebutuhan uruskan mohon bantu permasalahan ka,positif,15.0,negatif,negation_pattern: positive label despite negation/complaint phrase,belum masuk,medium,negation_pattern
"ini kenapa ya.. aku isi ewalet DANA, tanggal 5 Juli 2823, tapi sampai saat inj belum masuk ke akun DANA, aku cek diriwayat pengeirimin di akun jakone, tertulis masih dalam proses. mhn bantuannya Admin Jakone.",kenapa ya isi ewalet dana tanggal 5 juli 2823 inj belum masuk akun dana cek diriwayat pengeirimin akun jakone tertulis proses mhn bantuannya admin jakone,positif,10.0,negatif,negation_pattern: positive label despite negation/complaint phrase,belum masuk,medium,negation_pattern
"jam 11:15 saya sdh kali beli pulsa via jakone mobile,saldo ke potong terus padahal di nomor yg d tuju belum masuk",jam 11 15 beli pulsa via jakone mobile saldo potong padahal nomor d tuju belum masuk,positif,5.0,negatif,negation_pattern: positive label despite negation/complaint phrase,belum masuk,medium,negation_pattern
ini kenapa tf via bi fast gak ada struk dan belum masuk udah gila ni jakone,kenapa transfer via bi fast tidak struk belum masuk udah gila ni jakone,positif,1.0,negatif,negation_pattern: positive label despite negation/complaint phrase,belum masuk,medium,negation_pattern
Untuk pelayanan cs nya lama saya beli pulsa tapi belum masuk sampai sekarang mau hubungi cs nomor dan email-nya susah di hubungi,pelayanan cs nya beli pulsa belum masuk hubungi cs nomor email nya susah hubungi,positif,2.0,negatif,negation_pattern: positive label despite negation/complaint phrase,belum masuk,medium,negation_pattern
"Untuk pemindahan uang elektronik ke dana sangat lambat, bahkan kemaren saya top up ke dana Sampai sekarang belum masuk dan saldo sudah ke potong.mohon untuk perbaikan nya.",pemindahan uang elektronik dana lambat bahkan kemaren top up dana belum masuk saldo potong mohon perbaikan nya,positif,22.0,negatif,negation_pattern: positive label despite negation/complaint phrase,belum masuk,medium,negation_pattern
payah nih. saya udah 2x transfer ke BCA terus gagal tapi anehnya saldo udah kepotong dan di mutasi dki muncul tapi malah di BCA nya saldo belum masuk. capek bgt kalau harus hubungi call center terus. mohon lah diperbaiki layanannya. jangan sampe duitnya nyangkut entah dimana,payah nih udah 2x transfer bca gagal anehnya saldo udah kepotong mutasi dki muncul bca nya saldo belum masuk capek banget hubungi call center mohon diperbaiki layanannya jangan sampe duitnya nyangkut entah dimana,positif,5.0,negatif,negation_pattern: positive label despite negation/complaint phrase,belum masuk,medium,negation_pattern
"Udah kepotong saldo, tapi belum masuk sampai sekarang. Tolong di bantu ini",udah kepotong saldo belum masuk tolong bantu,positif,11.0,negatif,negation_pattern: positive label despite negation/complaint phrase,belum masuk,medium,negation_pattern
top up dana blm masuk tapi saldo ke potong pelayanan buruk sistem ancur...,top up dana belum masuk saldo potong pelayanan buruk sistem ancur,positif,6.0,negatif,negation_pattern: positive label despite negation/complaint phrase,belum masuk,medium,negation_pattern
"Dari kemarin topup dari JakOne mobile ke dana blm juga masuk, tpi status di JakOne mobile nya sudah terkirim, udah lu jgn nyuruh gw tlpn ke call center lagi min udah gw tlpn malah di suruh nunggu 14 hari kerja, gila kali gw butuh duit nya sekarang,",kemarin topup jakone mobile dana belum masuk status jakone mobile nya terkirim udah lu jangan nyuruh gw tlpn call center min udah gw tlpn suruh nunggu 14 hari kerja gila gw butuh duit nya,positif,6.0,negatif,negation_pattern: positive label despite negation/complaint phrase,belum masuk,medium,negation_pattern
saya mengalami masalah saat membeli pulsa jadi pulsanya belum masuk tapi saldonya sudah di potong dan pesanan masih di proses sampai 3 proses yang masih tertumpuk,mengalami masalah membeli pulsa pulsanya belum masuk saldonya potong pesanan proses 3 proses tertumpuk,positif,1.0,negatif,negation_pattern: positive label despite negation/complaint phrase,belum masuk,medium,negation_pattern
Proses terus topup nya uang saya nyangkut dari rekening sudah hilang tapi belum masuk ke ewallet,proses topup nya uang nyangkut rekening hilang belum masuk ewallet,positif,7.0,negatif,negation_pattern: positive label despite negation/complaint phrase,belum masuk,medium,negation_pattern
"Top up ke dana,belum masuk jga,masih proses aja, Berapa lama ya kira kira",top up dana belum masuk jga proses ya kira kira,positif,21.0,negatif,negation_pattern: positive label despite negation/complaint phrase,belum masuk,medium,negation_pattern
"Top up uang elektronik, sudah sehari blm juga masuk ,,parahh saldo jg blm kembali ke rekening",top up uang elektronik sehari belum masuk parahh saldo jg belum rekening,positif,10.0,negatif,negation_pattern: positive label despite negation/complaint phrase,belum masuk,medium,negation_pattern
"Saya topuo shoppe pay belum masuk masih dalam proses saja, saldo rek sudah kepotong malahan",topuo shoppe pay belum masuk proses saldo rek kepotong malahan,positif,6.0,negatif,negation_pattern: positive label despite negation/complaint phrase,belum masuk,medium,negation_pattern
"saya mengirim uang ke Aplikasi Dana, saldo di rekening berkurang tapi belum masuk ke Aplikasi Dana, ini bagaimana? mohon responnya",mengirim uang aplikasi dana saldo rekening berkurang belum masuk aplikasi dana mohon responnya,positif,4.0,negatif,negation_pattern: positive label despite negation/complaint phrase,belum masuk,medium,negation_pattern
Saya topup ke aplikasi dana pada 01 Desember 2023 pukul 19:37 tapi saldo belum masuk. Mohon di follow up,topup aplikasi dana 01 desember 2023 pukul 19 37 saldo belum masuk mohon follow up,positif,8.0,negatif,negation_pattern: positive label despite negation/complaint phrase,belum masuk,medium,negation_pattern
gimana ini sering banget kejadian transfer belum masuk tapi saldo udah kepotong laporan lewat email juga belom tentu langsung direspon,gimana banget kejadian transfer belum masuk saldo udah kepotong laporan email belom langsung direspon,positif,8.0,negatif,negation_pattern: positive label despite negation/complaint phrase,belum masuk,medium,negation_pattern
"Ini gimana ya, saya top up dana, saldo udah kepotong, tapi uangnya blm masuk ke dana, saya udah telpon cs nya, tapi ga aktif",gimana ya top up dana saldo udah kepotong uangnya belum masuk dana udah telpon cs nya tidak aktif,positif,15.0,negatif,negation_pattern: positive label despite negation/complaint phrase,belum masuk,medium,negation_pattern
"Bintang 1 untuk aplikasi ini. 2x saya kena transaksi pending, yg pertama nominal 700rb sekian udh d kembalikan k rekening dalam kurun waktu 3hr, tapi kenapa untuk transaksi saya yg terkena pending kedua kalinya dengan nominal 50rb sekian blm masuk? Dr tanggal 26 okt saya nunggu smpe tgl 2nov gaada kejelasan, sudah 7hari saya nunggu gabalik² uangnya. udh kunjungi bank DKI terdekat jawabannya cm nunggu² doang. TOLONG D PERBAIKI LAGII",bintang 1 aplikasi 2x kena transaksi pending pertama nominal 700rb sekian d kembalikan k rekening kurun 3hr kenapa transaksi terkena pending kedua kalinya nominal 50rb sekian belum masuk tanggal 26 okt nunggu smpe tgl 2nov gaada kejelasan 7hari nunggu gabalik uangnya kunjungi bank dki terdekat jawabannya cm nunggu doang tolong d perbaiki lagii,positif,3.0,negatif,negation_pattern: positive label despite negation/complaint phrase,belum masuk,medium,negation_pattern
"kecewa banget sama Jak One Pay, saya top up dana 50rb sampai 2 kali transaksi sekarang saldo belum masuk tapi saldo Jak One Pay sudah terpotong.. Refund saldo pun juga sama sampai 2 kali transaksi juga, jadi total transaksi ada 4 yang belum di kembalikan saldonya.. PARAHHHHH!!!!!!",kecewa banget jak one pay top up dana 50rb 2 transaksi saldo belum masuk saldo jak one pay terpotong refund saldo 2 transaksi total transaksi 4 belum kembalikan saldonya parahhhhh,positif,28.0,negatif,negation_pattern: positive label despite negation/complaint phrase,belum masuk,medium,negation_pattern
"Kenapa saya pas submit slalu gagal dengan notif kartu sudah terdaftar dengan kode (2028) ,mohon solusinya",kenapa pas submit slalu gagal notif kartu terdaftar kode 2028 mohon solusinya,positif,2.0,negatif,negation_pattern: positive label despite negation/complaint phrase,gagal,medium,negation_pattern
"kecewa banget, knapa sih transaksi tf ke bank lain kalo gagal kepotong,baliknya juga lama kudu nunggu 3 harian bahkan lebih",kecewa banget knapa sih transaksi transfer bank gagal kepotong baliknya kudu nunggu 3 harian bahkan lebih,positif,3.0,negatif,negation_pattern: positive label despite negation/complaint phrase,gagal,medium,negation_pattern
Kenapa foto selfie gagal terus yah....,kenapa foto selfie gagal yah,positif,1.0,negatif,negation_pattern: positive label despite negation/complaint phrase,gagal,medium,negation_pattern
Pakai aplikasi jakone yg terbaru mau login sudah bgt harus foto wajah sudah berkali2 foto gagal terus,pakai aplikasi jakone terbaru login banget foto wajah berkali2 foto gagal,positif,3.0,negatif,negation_pattern: positive label despite negation/complaint phrase,gagal,medium,negation_pattern
Di suruh verifikasi foto tapi ko gagal trs ya?? Kenapa y harus selfi,suruh verifikasi foto ko gagal ya kenapa y selfi,positif,1.0,negatif,negation_pattern: positive label despite negation/complaint phrase,gagal,medium,negation_pattern
kenapa ya setiap mau aktivasi mobile banking Jakmobile ada notifikasi email dan nomor hp telha digunakan. padahl sudah lapor ke bank dan perubhan data tetapi gagal terus.,kenapa ya setiap aktivasi mobile banking jakmobile notifikasi email nomor hp telha digunakan padahl lapor bank perubhan data gagal,positif,1.0,negatif,negation_pattern: positive label despite negation/complaint phrase,gagal,medium,negation_pattern
"Lebih dari 3 x transaksi jakone gagal terkirim, tapi saldo terpotong. Walaupun 2 hari kemudian dikembalikan setelah telpon call center DKI, Ini sangat mengganggu aktivitas. Mhn untuk segera diperbaiki..",lebih 3 x transaksi jakone gagal terkirim saldo terpotong walaupun 2 hari dikembalikan setelah telpon call center dki mengganggu aktivitas mhn segera diperbaiki,positif,7.0,negatif,negation_pattern: positive label despite negation/complaint phrase,gagal,medium,negation_pattern
"Aplikasi mobile terbagus, terbaik, dan terdepan yang pernah ada dimuka bumi yak ges yak...sinyal bagus malah gagal koneksi terus...saran saya mending bikin aplikasi pemecah emosi.",aplikasi mobile terbagus terbaik terdepan dimuka bumi yak ges yak sinyal bagus gagal koneksi saran mending bikin aplikasi pemecah emosi,positif,4.0,negatif,negation_pattern: positive label despite negation/complaint phrase,gagal,medium,negation_pattern
Sinyal bagus tapi keterangan selalu pastikan koneksi bagus abis yaa loading lagi... Kacau ini aplikasi yang baru... Padahal buka Mbanking Bank yang lain bisa masuk tapi buka Jakone Mobile gagal terus...,sinyal bagus keterangan pastikan koneksi bagus abis yaa loading kacau aplikasi padahal buka mbanking bank bisa masuk buka jakone mobile gagal,positif,5.0,negatif,negation_pattern: positive label despite negation/complaint phrase,gagal,medium,negation_pattern
"maaf min,saya melakukan transaksi pembelian pulsa,proses pembelian gagal,tapi saldo tetap terpotong.. Ini bagaimana caranya kembalinya saldo saya ya min?",maaf min melakukan transaksi pembelian pulsa proses pembelian gagal saldo terpotong caranya kembalinya saldo ya min,positif,5.0,negatif,negation_pattern: positive label despite negation/complaint phrase,gagal,medium,negation_pattern
"kacau, transaksi Qris gagal tapi saldo tetep kepotong. Di Edc tidak terdeteksi transaksi berhasil",kacau transaksi qris gagal saldo tetep kepotong edc tidak terdeteksi transaksi berhasil,positif,4.0,negatif,negation_pattern: positive label despite negation/complaint phrase,gagal,medium,negation_pattern
"Tolong untuk aplikasi biar ga lama,, aplikasi yglain saya lancar knpa pas buka ini behh ga ada sinyal mulu tulisannya ampun dehh,pake wifi baru bisa tapi kalo dari hosport hp sama juga gagal masuk,,tolong di perbaiki kak",tolong aplikasi biar tidak aplikasi yglain lancar knpa pas buka behh tidak sinyal mulu tulisannya ampun dehh pakai wifi bisa hosport hp gagal masuk tolong perbaiki kak,positif,3.0,negatif,negation_pattern: positive label despite negation/complaint phrase,gagal,medium,negation_pattern
"Aplikasi nya jadi lebih ribet, cuma aktivasi sudah 3 jam gagal terus di verifikasi muka🤦‍♂ Kirain versi terbaru makin canggih & mudah tapi ternyata malah aneh..",aplikasi nya lebih ribet aktivasi 3 jam gagal verifikasi muka kirain versi terbaru canggih mudah ternyata aneh,positif,3.0,negatif,negation_pattern: positive label despite negation/complaint phrase,gagal,medium,negation_pattern
susah banget unggah foto..gagal verifikasi mulu mohon solusi dong jd ga bs buka mbanking yg dlu aman2 aja lancar,susah banget unggah foto gagal verifikasi mulu mohon solusi tidak bs buka mbanking dlu aman2 lancar,positif,6.0,negatif,negation_pattern: positive label despite negation/complaint phrase,gagal,medium,negation_pattern
"Makin di update, makin parah aja. Ngelag terus padahal jaringan bagus. Aduh, ini kalau ada yang lebih dari satu pasti bakal di kasih. Aneh banget, ngambil tanpa atm sulit, gagal mulu.",update parah ngelag padahal jaringan bagus aduh lebih pasti kasih aneh banget ngambil atm sulit gagal mulu,positif,10.0,negatif,negation_pattern: positive label despite negation/complaint phrase,gagal,medium,negation_pattern
Selalu gagal saat daftar di bagian ngisi password padahal password sudah kuat ( terjadi kesalahan 0019 ) mohon bantuannya Terimakasih,gagal daftar ngisi password padahal password kuat kesalahan 0019 mohon bantuannya terimakasih,positif,1.0,negatif,negation_pattern: positive label despite negation/complaint phrase,gagal,medium,negation_pattern
"transfer antar bank gampang, cepet juga. transaksi lancar, dan gapernah gagal",transfer antar bank gampang cepet transaksi lancar gapernah gagal,positif,7.0,negatif,negation_pattern: positive label despite negation/complaint phrase,gagal,medium,negation_pattern
"Aplikasi busuk bisa-bisanya transaksi online ada yg gagal dan saldo tak dikembalikan otomatis emnknya ini masih zaman batu, hello ? CS dihubungi berulang kali gx ada yg siap melayani panggilan. Mau kalian apa toh ?",aplikasi busuk bisa bisanya transaksi online gagal saldo tak dikembalikan otomatis emnknya zaman batu hello cs dihubungi berulang gx siap melayani panggilan kalian,positif,4.0,negatif,negation_pattern: positive label despite negation/complaint phrase,gagal,medium,negation_pattern
Foto gagal mulu verifikasinya,foto gagal mulu verifikasinya,positif,1.0,negatif,negation_pattern: positive label despite negation/complaint phrase,gagal,medium,negation_pattern
"Update terbaru, mau upload foto kok gagal terus berkali kali setiap hari",update terbaru upload foto kok gagal berkali setiap hari,positif,3.0,negatif,negation_pattern: positive label despite negation/complaint phrase,gagal,medium,negation_pattern
kirim ke ewalet selalu gagal dan ke potong padahal jaringan lancar selalu begitu harus nya segera d perbaiki,kirim ewalet gagal potong padahal jaringan lancar nya segera d perbaiki,positif,6.0,negatif,negation_pattern: positive label despite negation/complaint phrase,gagal,medium,negation_pattern
"Koneksi gagal mulu padahal bagus, coba perbaiki lah",koneksi gagal mulu padahal bagus coba perbaiki,positif,4.0,negatif,negation_pattern: positive label despite negation/complaint phrase,gagal,medium,negation_pattern
udah 2x doble transaksi.... hati hati kalau kirim transaksi di cek dl di mutasi...kadang di aplikasinya gagal tapi tercatat berhasil di mutasi masa bintang 1 sama 5 banyakan bintang 1 nya..... akhirnya bisa juga. ....12 mei 2025 semoga lebih baik,udah 2x doble transaksi hati hati kirim transaksi cek dl mutasi kadang aplikasi gagal tercatat berhasil mutasi masa bintang 1 5 banyakan bintang 1 nya akhirnya bisa 12 mei 2025 semoga lebih,positif,9.0,negatif,negation_pattern: positive label despite negation/complaint phrase,gagal,medium,negation_pattern
"transaksi keterangannya gagal, di coba beberapa kali gagal terus, pas cek di riwayat udah 4 kali transfer. untung sama orang deket jadi bisa di minta balikin laginya gampang",transaksi keterangannya gagal coba beberapa gagal pas cek riwayat udah 4 transfer untung orang deket bisa minta balikin laginya gampang,positif,7.0,negatif,negation_pattern: positive label despite negation/complaint phrase,gagal,medium,negation_pattern
"apk nya mantep banget plis, fiturnya juga mantep banget. apalagi buat top up juga cepet ga ada masalah kendala sama sekali, bank DKI emang ga pernah gagal",aplikasi nya mantep banget plis fiturnya mantep banget apalagi top up cepet tidak masalah kendala bank dki emang tidak gagal,positif,3.0,negatif,negation_pattern: positive label despite negation/complaint phrase,gagal,medium,negation_pattern
"Saat login baru, diperlukan scan wajah dengan percobaan yg melelahkan bahkan sampai datang ke CS cabang terdekat gagal jg. Akhirnya bisa hr ke-5 dengan percobaan lebih dr 10 kali per hari. Mohon diperbaiki biar nasabah nyaman",login diperlukan scan wajah percobaan melelahkan bahkan cs cabang terdekat gagal jg akhirnya bisa hr 5 percobaan lebih 10 hari mohon diperbaiki biar nasabah nyaman,positif,9.0,negatif,negation_pattern: positive label despite negation/complaint phrase,gagal,medium,negation_pattern
"Ya Aplikasinya, Ya Mesin ATM nya, Sering banget bermasalah, Tarik Tunai Gagal, Saldo Kepotong, Status Mutasi Berhasil. Heran sama Bank Satu ini",ya aplikasi ya mesin atm nya banget bermasalah tarik tunai gagal saldo kepotong status mutasi berhasil heran bank,positif,15.0,negatif,negation_pattern: positive label despite negation/complaint phrase,gagal,medium,negation_pattern
Susah untuk verifikasi pas d foto gagal terus..pdhl datant udh sesuai,susah verifikasi pas d foto gagal pdhl datant sesuai,positif,2.0,negatif,negation_pattern: positive label despite negation/complaint phrase,gagal,medium,negation_pattern
Lemot 3 minggu gbisa masuk.. Padahal M-banking bca YouTube semua lancar giliran buka jakone gagal terus.. Data kenceng wifi kenceng tetep nongol tulisan periksa koneksi internet padahal buat buka yang laen lancar lancar saja... Payah,lambat 3 minggu gbisa masuk padahal m banking bca youtube lancar giliran buka jakone gagal data kenceng wifi kenceng tetep nongol tulisan periksa koneksi internet padahal buka laen lancar lancar payah,positif,3.0,negatif,negation_pattern: positive label despite negation/complaint phrase,gagal,medium,negation_pattern
"Layanan bi fast nya jadi hilang, dan ketika hendak transfer ke bank lain selalu gagal dengan muncul tulisan 'sesi anda telah berakhir' (kurang lebih seperti ini) dan langsung log out apk. Tolong di jawab",layanan bi fast nya hilang hendak transfer bank gagal muncul tulisan sesi berakhir kurang lebih langsung log out aplikasi tolong jawab,positif,5.0,negatif,negation_pattern: positive label despite negation/complaint phrase,gagal,medium,negation_pattern
"bayar pake qris gagal 3×, pembayaran gagal tetapi saldo kepotong. Mohon untuk solusinya nii, masa mau gini terus sih pelayanan nya? uang saya jadi hilang kalo begini payah banget sihhh",bayar pakai qris gagal 3 pembayaran gagal saldo kepotong mohon solusinya nii masa gini sih pelayanan nya uang hilang payah banget sihhh,positif,7.0,negatif,negation_pattern: positive label despite negation/complaint phrase,gagal,medium,negation_pattern
"ini gimana si bank dki, top up dana 500 pertama gagal terus top up ke 2 berhasil jumlah 500, tapi saldo kepotong hilang 500",gimana si bank dki top up dana 500 pertama gagal top up 2 berhasil jumlah 500 saldo kepotong hilang 500,positif,18.0,negatif,negation_pattern: positive label despite negation/complaint phrase,gagal,medium,negation_pattern
"Padahal jaringan bagus, kenapa gagal terus",padahal jaringan bagus kenapa gagal,positif,1.0,negatif,negation_pattern: positive label despite negation/complaint phrase,gagal,medium,negation_pattern
"Udh download mau buka daftar dlu,tpi pas masukin email ny gagal trus knp yh? Padahl e mail ny udh bnr",download buka daftar dlu pas masukin email ny gagal knp yh padahl e mail ny bnr,positif,3.0,negatif,negation_pattern: positive label despite negation/complaint phrase,gagal,medium,negation_pattern
"lagi transaksi via Qris tiba² gagal, terus saldo juga ikut kepotong sudah 2 hari sampai sekarang saldo belum kembali :/",transaksi via qris tiba gagal saldo ikut kepotong 2 hari saldo belum,positif,1.0,negatif,negation_pattern: positive label despite negation/complaint phrase,gagal,medium,negation_pattern
"Tf pke jakone mobile ke mbca transaksi nya gagal tapi saldo kepotong, ke cs diproses Tunggu Mak 20 hari kedepan,haduh mana mau bayar angsuran yg udah jatuh tempo",transfer pke jakone mobile mbca transaksi nya gagal saldo kepotong cs diproses tunggu mak 20 hari kedepan haduh bayar angsuran udah jatuh tempo,positif,7.0,negatif,negation_pattern: positive label despite negation/complaint phrase,gagal,medium,negation_pattern
"Tolong ya untuk transaksi dan layanan di tingkatkan: sering melakukan pemindahan dana namun gagal atau malah lambat, lapor CS menunggu 10-15 menit baru laporan bisa di Acc. Kalau di bank lain 5 menit saja cukup. Dan tolong tingkatkan pengetahuan CS. Padahal kartu debit saya seri tertinggi",tolong ya transaksi layanan tingkatkan melakukan pemindahan dana gagal lambat lapor cs menunggu 10 15 menit laporan bisa acc bank 5 menit tolong tingkatkan pengetahuan cs padahal kartu debit seri tertinggi,positif,19.0,negatif,negation_pattern: positive label despite negation/complaint phrase,gagal,medium,negation_pattern
"Aduh ko malah jadi gagal verifikasi data (5002) , 5002 maksud nya apa ya",aduh ko gagal verifikasi data 5002 5002 maksud nya ya,positif,1.0,negatif,negation_pattern: positive label despite negation/complaint phrase,gagal,medium,negation_pattern
Aplikasi ga sengaja teruninstall..coba Download kembali kok gagal terus ya..mohon penjelasannya terima kasih,aplikasi tidak sengaja teruninstall coba download kok gagal ya mohon penjelasannya terima kasih,positif,1.0,negatif,negation_pattern: positive label despite negation/complaint phrase,gagal,medium,negation_pattern
"Gagal terus verivikasi wajah pas pendaftaran padahal foto udh bagus pencahayaan baik, lemot trus klo masuk :)",gagal verivikasi wajah pas pendaftaran padahal foto bagus pencahayaan lambat klo masuk,positif,2.0,negatif,negation_pattern: positive label despite negation/complaint phrase,gagal,medium,negation_pattern
"Saya top up e-money via e wallet lain ga pernah gagal, eh baru sekali coba pake jakone pay lamgsung saldo kepotong tapi enggak masuk ke emoney card. Memang kita disediakan menu untuk layanan permasalahan pelanggan, tapi sebagai pengguna bukan itu yang kita inginkan. Konsumen mengharapkan kenyamanan dan keamanan sistem yang akurat dan terjamin! Masalah hidup sudah banyak jangan menghabiskan waktu pengguna hanya untuk komplain dan menunggu pengembalian dana setelah propses yang ribet dan panjang!",top up e money via e wallet tidak gagal eh coba pakai jakone pay lamgsung saldo kepotong enggak masuk emoney card kita disediakan menu layanan permasalahan pelanggan pengguna bukan kita inginkan konsumen mengharapkan kenyamanan keamanan sistem akurat terjamin masalah hidup jangan menghabiskan pengguna komplain menunggu pengembalian dana setelah propses ribet panjang,positif,14.0,negatif,negation_pattern: positive label despite negation/complaint phrase,gagal,medium,negation_pattern
Mau coba buka rekening tanpa ke cabang malah musih ke cabang dan pas saya isi nomor hp ya tulisannya malah gagal & Coba lagi hadeeehhhh....,coba buka rekening cabang musih cabang pas isi nomor hp ya tulisannya gagal coba hadeeehhhh,positif,12.0,negatif,negation_pattern: positive label despite negation/complaint phrase,gagal,medium,negation_pattern
"Aplikasi ini memudahkan untuk melakukan pembayaran dengan melakukan scanning pada QR, top banget pokonyaa, jangan lupa selalu gunakan jakone",aplikasi memudahkan melakukan pembayaran melakukan scanning qr top banget pokonyaa jangan lupa gunakan jakone,positif,1.0,negatif,negation_pattern: positive label despite negation/complaint phrase,jangan,medium,negation_pattern
Harua nya top up nya di tambah jangan hanya OVO dan Gopay .. tambah lagi dong seperti DANA dan Shopypay,harua nya top up nya tambah jangan ovo gopay tambah dana shopypay,positif,12.0,negatif,negation_pattern: positive label despite negation/complaint phrase,jangan,medium,negation_pattern
"Aplikasi mudah di gunakan, Tampilan baru keren Ayo Segera download jangan ragu",aplikasi mudah gunakan tampilan keren ayo segera download jangan ragu,positif,8.0,negatif,negation_pattern: positive label despite negation/complaint phrase,jangan,medium,negation_pattern
Mudah sekali kyc cepat dan gak ribet pokonya mah gampang lagiayo jangan ragu2 lagi aman pastinya,mudah kyc cepat tidak ribet pokonya mah gampang lagiayo jangan ragu2 aman pastinya,positif,5.0,negatif,negation_pattern: positive label despite negation/complaint phrase,jangan,medium,negation_pattern
"JakOne oke banget sih, kemungkinan bakalan kepake terus sih ini buat transaksi apapun, soalnya udah terbukti aman . Pertahankan terus yaa JakOne kualitasnya, jangan bikin kecewa 👍",jakone oke banget sih kemungkinan bakalan kepake sih transaksi apapun soalnya udah terbukti aman pertahankan yaa jakone kualitasnya jangan bikin kecewa,positif,6.0,negatif,negation_pattern: positive label despite negation/complaint phrase,jangan,medium,negation_pattern
tolong di permudah lagi jangan sering offline terimakasih semoga makin top bank DKI Jakarta,tolong permudah jangan offline terimakasih semoga top bank dki jakarta,positif,10.0,negatif,negation_pattern: positive label despite negation/complaint phrase,jangan,medium,negation_pattern
"Sudah Update Versi Baru.. Tetapi Loading, Lemotnya masih saja Parah yg berkepanjangan... Mohon DIPERBAIKI Agar Nasabah mersa terlayani dgn Baik dan Nyaman.. Terimakasih🙏",update versi loading lemotnya parah berkepanjangan mohon diperbaiki nasabah mersa terlayani nyaman terimakasih,positif,10.0,negatif,negation_pattern: positive label despite negation/complaint phrase,jangan,medium,negation_pattern
"tolong diperbaiki jangan dikit-dikit gangguan dikit-dikit gangguan utamakan kenyamanan costumer saat akan ingin menggunakan transaksi, ""TOLONG DIPERBAIKI""",tolong diperbaiki jangan dikit dikit gangguan dikit dikit gangguan utamakan kenyamanan costumer ingin menggunakan transaksi tolong diperbaiki,positif,3.0,negatif,negation_pattern: positive label despite negation/complaint phrase,jangan,medium,negation_pattern
