review,label,split_set,review_id,clean_review,rating,review_date,app_version,thumbs_up_count,year,lexicon_score_v3,label_v3
eh tolong pihak development gimana sih fitur e wallet ilang gimana sih udah mah error tidak niat memudahkan pelanggan tutup aplikasi nya,negatif,train,f78eadc8-8d95-480c-b1cf-0b902e907de1,eh tolong pihak development gimana sih fitur e wallet ilang gimana sih udah mah error tidak niat memudahkan pelanggan tutup aplikasi nya,1,2025-04-05 12:08:36,2.17.1,0,2025,-0.7999999999999999,negatif
rasa sengaja lock aplikasi nya y tidak bisa transaksi mesin atm nya error rusak apasih tujuan nya,negatif,train,9befd9c9-d6cc-49a4-abcd-47e0d5bdfb01,rasa sengaja lock aplikasi nya y tidak bisa transaksi mesin atm nya error rusak apasih tujuan nya,1,2025-04-04 06:53:21,2.17.1,0,2025,-4.4,negatif
pakai jakone ternyata aplikasi nya mudah digunakan seneng deh pakai aplikasi gini,positif,train,4b0eaeb0-65f6-4fa5-9bec-dcb29b875c50,pakai jakone ternyata aplikasi nya mudah digunakan seneng deh pakai aplikasi gini,5,2022-10-15 00:35:33,1.0.2,0,2022,1.8,positif
knpa tidak layanan transfer bank sedangkan sy jauh atm dki,negatif,test,23d70582-be20-4640-8553-90c49e8f4ff7,knpa tidak layanan transfer bank sedangkan sy jauh atm dki,1,2025-04-08 09:37:30,2.17.1,0,2025,-1.4,negatif
bagoos,netral,train,9cb504e3-8d68-4ab0-9933-f7a9fa5210c0,bagoos,5,2024-07-25 11:07:17,2.12.0,0,2024,0.0,netral
mantap,positif,train,02730bae-01f7-4c2f-b73d-0ce8bcc152f0,mantap,5,2022-10-18 02:12:29,,0,2022,1.0,positif
kesini berat apl nya jaringan internet kuat,negatif,val,19a703f2-1acc-4110-a152-4b96d37abf61,kesini berat apl nya jaringan internet kuat,1,2024-04-04 12:08:21,2.10.0,0,2024,-1.4,negatif
mudah bertransksi,positif,train,7e4a892c-950a-4391-be01-7a1b351cfc17,mudah bertransksi,5,2023-06-09 08:57:41,1.0.12,0,2023,0.8,positif
mantap,positif,train,3eb7b9ae-e59b-472d-ad32-f3d021df2873,mantap,5,2024-08-05 12:38:36,2.12.1,0,2024,1.0,positif
parah login tidak bisa bisa,negatif,train,86db38ed-8af8-4743-9a94-c01748c14f5f,parah login tidak bisa bisa,2,2025-09-03 10:36:57,,0,2025,-1.6,negatif
ko kenapa tidak bisa menerima kode otp yah,netral,train,f0806192-9b3a-4d63-a385-3dce8bfc8439,ko kenapa tidak bisa menerima kode otp yah,1,2024-04-04 18:29:50,2.10.0,0,2024,0.0,netral
tiba tiba suruh upgrade padahal udah pakai terbaru klik upgrade tidak bisa bisa selama seminggu ahirnya uninstall download ulang lupa pass dll bikin kerjaan mesti bank langsung,negatif,train,a7912230-60b6-43b8-aacf-a8bcca365188,tiba tiba suruh upgrade padahal udah pakai terbaru klik upgrade tidak bisa bisa selama seminggu ahirnya uninstall download ulang lupa pass dll bikin kerjaan mesti bank langsung,1,2023-06-11 11:58:06,2.0.0,1,2023,-1.2000000000000002,negatif
aplikasi sampah babi buatan indonesia tidak ad bener wkwk,negatif,train,16f2f896-2061-4547-adcf-6df5b3b6d096,aplikasi sampah babi buatan indonesia tidak ad bener wkwk,1,2025-11-19 14:47:19,,0,2025,-0.4,negatif
bagus aplikasi topup bisa disini prosesnya cepet masalah cs nya fast respon aplikasi gampang banget diakses thanks jakone mobilee,positif,train,dfd4e5e7-64c0-4d05-a19b-12cf861cb41b,bagus aplikasi topup bisa disini prosesnya cepet masalah cs nya fast respon aplikasi gampang banget diakses thanks jakone mobilee,5,2025-01-09 11:02:38,,0,2025,1.7999999999999998,positif
minta kode otp susah tidak dikirim kirim padahal pulsa udah kepotong habis 5000 udah download ganti hp aktifin eh susah otp tidak dikirim,negatif,train,471946bb-3c04-4a6c-bec4-21d683698dc2,minta kode otp susah tidak dikirim kirim padahal pulsa udah kepotong habis 5000 udah download ganti hp aktifin eh susah otp tidak dikirim,4,2024-03-27 10:23:17,2.10.0,0,2024,-1.0000000000000002,negatif
jakone kenapa skr ribet ya rekening tinggal masukin rekening kita skr kok kayak ya,positif,train,8a057269-468c-4a97-bc1d-e1d4568ab22f,jakone kenapa skr ribet ya rekening tinggal masukin rekening kita skr kok kayak ya,1,2024-01-01 12:55:52,,0,2024,0.2,positif
mantap,positif,train,848cd766-a2bd-4158-85d7-33a4daed5573,mantap,5,2025-02-26 17:39:27,2.14.0,1,2025,1.0,positif
minta diperbaharui setelah diperbaharui dibilang aplikasi tidak relevan tidak bisa dibuka,negatif,train,65ca9734-2deb-4784-9b53-373f5a7c78d1,minta diperbaharui setelah diperbaharui dibilang aplikasi tidak relevan tidak bisa dibuka,3,2023-05-20 21:08:07,1.0.12,0,2023,-1.2,negatif
aplikasi nya baguss fitur lengkap simple mudah dimengerti,positif,val,50984d88-ad1e-48b7-a07b-9618071c4cc7,aplikasi nya baguss fitur lengkap simple mudah dimengerti,5,2024-10-26 18:24:32,2.14.0,0,2024,2.4000000000000004,positif
jakone mobile memudahkan transaksi menghemat,positif,train,cbcf399f-362d-44da-99b8-dc8c7df830a1,jakone mobile memudahkan transaksi menghemat,5,2025-11-21 09:09:52,2.17.1,0,2025,0.8,positif
parah banget kak masuk berkali2 minta otp tidak dikirim2 otp padahal pulsanya,negatif,train,6ad61a58-010c-44a4-834b-384944901757,parah banget kak masuk berkali2 minta otp tidak dikirim2 otp padahal pulsanya,1,2023-06-08 08:49:18,1.0.12,0,2023,-1.6,negatif
lamaaa,netral,train,a0405b14-0b5b-48a5-9632-3e67e7d7158e,lamaaa,1,2025-04-09 07:20:20,2.17.1,0,2025,0.0,netral
gajelas dah,negatif,train,ae379bcf-62a7-40c1-9440-16939c5bf4f9,gajelas dah,1,2023-06-05 00:49:31,,0,2023,-0.6,negatif
aplikasi membantu,positif,val,a69d0807-f470-4f34-ad51-d5c6694eeab8,aplikasi membantu,4,2024-02-02 11:26:25,2.5.0,0,2024,0.8,positif
menyusahkan transfer rek bank ambil tunai atm bank tidak perbaikan sistem terlamaaaa,negatif,train,d9e9b08d-1a01-4d15-a18d-7b5104a21b67,menyusahkan transfer rek bank ambil tunai atm bank tidak perbaikan sistem terlamaaaa,1,2025-04-02 17:18:03,2.17.1,1,2025,-2.8,negatif
transfer m banking dki gagal padahal transfer bisa bank dki bermasalah sekelas bank dki sungguh mengecewakan,negatif,train,10a861a8-c7f8-4b7d-b015-d047417b6a40,transfer m banking dki gagal padahal transfer bisa bank dki bermasalah sekelas bank dki sungguh mengecewakan,1,2025-07-18 06:40:20,,0,2025,-0.8,negatif
4x transaksi galgal saldo hilang terpotong 4 x aduhhhh,negatif,train,f6c7eb24-b6a9-4257-a2f0-a6dce5346996,4x transaksi galgal saldo hilang terpotong 4 x aduhhhh,1,2024-11-25 01:01:28,,0,2024,-1.6,negatif
aplikasi bagus mudah digunakan berguna bayar bayar tranfer lebih mudah,positif,train,cc16c09f-f704-47af-93b2-761ef7815a67,aplikasi bagus mudah digunakan berguna bayar bayar tranfer lebih mudah,5,2023-04-22 20:20:54,1.0.10,0,2023,3.2,positif
setelah ganti device loading tidak bisa kebuka lambat banget,negatif,train,732b004e-17d9-43fe-b1dd-aaadf771e850,setelah ganti device loading tidak bisa kebuka lambat banget,3,2024-01-26 15:55:57,2.5.0,0,2024,-0.8,negatif
aplikasi bagus tampilannya menarik bisa digunakan pembayaran,positif,test,6d6e660a-44be-4bdb-a65d-bee3dd51860d,aplikasi bagus tampilannya menarik bisa digunakan pembayaran,5,2023-04-19 18:32:59,1.0.10,0,2023,1.4,positif
aplikasi membantu nasabah memudahkan transaksi good job,positif,train,0d12b997-62e9-44ef-9fd4-7982b5e61baa,aplikasi membantu nasabah memudahkan transaksi good job,5,2022-11-18 19:29:10,1.0.4,0,2022,2.6,positif
untung nemu aplikasi mbaking deposito sesuai kebutuhanku bisa atur jangka waktunya ngga repot repot kantor layananya bisa dilakukan secara online suka banget praktis mudah tersedia beberapa fitur butuhkan kaya beli pulsa kuota beli pulsa listrik mantaplah pokoknya,positif,train,ea8b6abd-5f9d-4867-88b0-b53442f3e3e4,untung nemu aplikasi mbaking deposito sesuai kebutuhanku bisa atur jangka waktunya ngga repot repot kantor layananya bisa dilakukan secara online suka banget praktis mudah tersedia beberapa fitur butuhkan kaya beli pulsa kuota beli pulsa listrik mantaplah pokoknya,5,2023-01-25 19:17:24,1.0.6,9,2023,4.8,positif
aplikasi bermanfaat terima kasih,positif,val,5ec59a87-2015-4286-98d5-3b522cc9b9c9,aplikasi bermanfaat terima kasih,5,2022-09-04 05:28:51,1.0.0,0,2022,2.0,positif
beli beli suka pakai metode pembayaran aplikasi uda lengkap fiturnya mudah tidak error tidak khawatir transaksi gagal,positif,train,40ac16b3-e4a9-485b-9d63-70d0361a773e,beli beli suka pakai metode pembayaran aplikasi uda lengkap fiturnya mudah tidak error tidak khawatir transaksi gagal,5,2023-03-05 11:52:53,1.0.8,0,2023,2.0,positif
overall bagus berguna,positif,train,bc4fc9ef-89c5-4fe4-99b1-e8255b406a97,overall bagus berguna,5,2023-01-25 20:34:27,1.0.6,0,2023,1.6,positif
hy aplikasi mudah gunakan tampilan keren,positif,test,80c77373-4777-427a-862e-d8a9a1097ca2,hy aplikasi mudah gunakan tampilan keren,5,2022-09-14 21:05:34,1.0.1,0,2022,2.0,positif
pelayanan nol nelpon call center bantu pengecekan banget ngabisin pulsa,positif,train,b6d4c653-fa92-4cac-bd3b-9b76b4afd2f7,pelayanan nol nelpon call center bantu pengecekan banget ngabisin pulsa,1,2024-07-10 14:14:33,,0,2024,0.8,positif
godd,netral,test,718a7bad-0b9e-4814-92b1-bddf20a81caa,godd,5,2024-03-28 10:47:42,2.10.0,0,2024,0.0,netral
nice banget aplikasi memudahkan transaksi perbankan pembelian pembayaran belanja qr code transfer bank lainnya lebih murah dibandingkan aplikasi lainnya,positif,train,a18ddfc4-7e77-41e3-80dc-d5071fb83ce5,nice banget aplikasi memudahkan transaksi perbankan pembelian pembayaran belanja qr code transfer bank lainnya lebih murah dibandingkan aplikasi lainnya,5,2023-02-27 23:41:23,1.0.8,0,2023,2.8000000000000003,positif
kenapa jakone payah tidak kya,netral,train,f8330762-4c57-45a5-b8f2-af65dcd3b59c,kenapa jakone payah tidak kya,1,2023-09-21 20:49:04,2.2.0,0,2023,0.0,netral
update,netral,test,312bd6d9-724b-4d58-8266-58bcb3003804,update,5,2023-05-30 16:25:03,1.0.12,0,2023,0.0,netral
iy nih data sy jg dah d perbaharuin knp ya ko tidak bs2 gagal,negatif,train,102e93eb-d1a7-40e1-ae2e-90d9a2231e99,iy nih data sy jg dah d perbaharuin knp ya ko tidak bs2 gagal,2,2024-02-06 22:32:06,2.5.0,0,2024,-0.6,negatif
sumpah jelek banget aplikasi berkali2 bayar pakai qris susah transfer bank khususnya bca jg nyangkut2 payah,negatif,train,5fa10b7b-e233-4e55-8bf5-00aa60ea248b,sumpah jelek banget aplikasi berkali2 bayar pakai qris susah transfer bank khususnya bca jg nyangkut2 payah,1,2025-01-07 20:17:50,2.14.0,0,2025,-1.0,negatif
aktifitas perbankan menjadi mudah jakone informasinya lengkap layanan lengkap nyaman akses cepat thanks,positif,train,affbbca0-de43-4408-9f25-99f0db20a4bc,aktifitas perbankan menjadi mudah jakone informasinya lengkap layanan lengkap nyaman akses cepat thanks,5,2022-10-13 12:18:38,1.0.2,0,2022,4.6,positif
kode otp tidak masuk masuk,netral,val,42a2627d-a668-44b3-b859-7100e774e7f4,kode otp tidak masuk masuk,1,2025-07-31 03:16:39,2.17.1,0,2025,0.0,netral
pelayanan,positif,val,3f5a3d56-42e7-4d6b-880d-c2d6e94c221f,pelayanan,5,2023-06-09 08:54:12,1.0.12,0,2023,0.6,positif
error 2 bulan lebih transfer kebank dipersulit ewallet dipersulit bukan gaji bank dki males banget,negatif,test,4ad69853-c87f-4067-b831-95f28232f7e6,error 2 bulan lebih transfer kebank dipersulit ewallet dipersulit bukan gaji bank dki males banget,1,2025-05-04 18:06:22,2.17.1,0,2025,-3.2,negatif
good,positif,train,5fed6cc3-e854-4e0f-9f5d-7c13b25f93c3,good,5,2024-01-25 14:13:47,2.5.0,0,2024,1.0,positif
mobile banking cari tampilan aplikasi nya menarik mudah gunakan memudah transaksi apapun manapun bikin jdi tidak ribet,positif,train,50439f8e-73c7-4fb8-87d9-b78c8bcfe1cd,mobile banking cari tampilan aplikasi nya menarik mudah gunakan memudah transaksi apapun manapun bikin jdi tidak ribet,5,2023-04-15 00:48:07,1.0.10,0,2023,2.6,positif
tolonglah gw pengen verifikasi susah banget bikin abis pulsa otp truzz,negatif,test,82906d12-c5b0-4485-94b5-e65e0094f6d3,tolonglah gw pengen verifikasi susah banget bikin abis pulsa otp truzz,3,2023-06-29 19:23:01,2.0.1,0,2023,-0.6000000000000001,negatif
jakone lengkap fitur fiturnya pilihan merchantnya betah belanja,positif,train,88b94f63-b68a-42ac-b142-0465156a236c,jakone lengkap fitur fiturnya pilihan merchantnya betah belanja,5,2022-10-15 17:39:54,1.0.2,0,2022,1.7999999999999998,positif
sejauh bagus kendala error langsung teratasi cs fast respon data pribadi terjamin aman,positif,train,b08a0444-1a57-4c0a-bd6f-425fff3374e4,sejauh bagus kendala error langsung teratasi cs fast respon data pribadi terjamin aman,5,2023-01-24 06:03:53,,0,2023,1.7999999999999998,positif
mantap,positif,train,f60202b0-d30e-426f-a6ed-066b311dec5d,mantap,5,2023-05-25 11:32:17,1.0.12,0,2023,1.0,positif
aplikasi membantu bisa beli pulsa bayar listrik qris fitur mudah mengerti tidak ribet,positif,train,e29dca22-3bb9-4d48-b359-ebf9abf4d1f8,aplikasi membantu bisa beli pulsa bayar listrik qris fitur mudah mengerti tidak ribet,5,2022-11-17 13:08:37,,0,2022,2.8,positif
tidak bisa cek saldo jakcard cek loading fitur cek saldo jakcard tidak berguna hmm kecewa,negatif,val,fbfcaa4f-e567-4a0a-a8c7-3d06c5a8ab80,tidak bisa cek saldo jakcard cek loading fitur cek saldo jakcard tidak berguna hmm kecewa,1,2024-06-21 20:34:41,2.12.0,0,2024,-4.6,negatif
senang,positif,train,8491367f-6b15-4d86-ae52-21d54b0623a1,senang,5,2025-06-19 11:51:32,,0,2025,1.0,positif
menu transfer bank kok banget bermasalah sih,positif,train,6b6c5c29-513d-4834-8804-9baef42c8e02,menu transfer bank kok banget bermasalah sih,1,2025-04-28 07:48:38,2.17.1,0,2025,0.2,positif
aplikasi nya bagus mudah pengaplikasi an nya tidak ribet pokok nya mah,positif,train,c57638a1-0f35-4f9b-abab-b17e90379628,aplikasi nya bagus mudah pengaplikasi an nya tidak ribet pokok nya mah,5,2022-09-10 14:38:48,1.0.1,0,2022,2.8000000000000003,positif
donload aplikasi jakone hp mentautkan jakone nomor daftarkan bank dki kenapa pas buka aplikasi jakone bukan nya login aktivasi malahan keluar ingin melakukan ajuan buka rekening padahal sy punya atm norek nya mohon bantuan nya min,netral,val,3573fe8c-14e5-4f73-9aad-93a177dc4115,donload aplikasi jakone hp mentautkan jakone nomor daftarkan bank dki kenapa pas buka aplikasi jakone bukan nya login aktivasi malahan keluar ingin melakukan ajuan buka rekening padahal sy punya atm norek nya mohon bantuan nya min,3,2022-10-03 01:09:07,1.0.2,1,2022,0.0,netral
akhirnya selesai pembukaan rek simple tidak ribet rekomended,positif,train,560c4c53-de34-4d05-9a92-eb3a2c866fbc,akhirnya selesai pembukaan rek simple tidak ribet rekomended,4,2023-08-06 08:46:53,2.0.1,0,2023,1.4,positif
aplikasi nya okeee,netral,train,6ae2ae98-9950-4b0b-a177-2692902eaa72,aplikasi nya okeee,5,2025-08-22 10:05:47,,0,2025,0.0,netral
aplikasi nya membantu finansial semuanya membuat terkesan alhamdulillah semoga bank menjadi pilihan terbaik,positif,train,fd145d87-7400-45c0-a9c3-021311fe1b88,aplikasi nya membantu finansial semuanya membuat terkesan alhamdulillah semoga bank menjadi pilihan terbaik,5,2025-01-07 18:33:25,2.14.0,0,2025,3.4000000000000004,positif
aplikasi jackone mobile bagus mudah digunakan tampilannnya menarik membantu terima kasih jackone mobile,positif,train,7aa3cefd-8bf3-45ff-86fd-1f31f665ce8b,aplikasi jackone mobile bagus mudah digunakan tampilannnya menarik membantu terima kasih jackone mobile,5,2022-11-21 09:55:17,,0,2022,4.0,positif
membantu,positif,train,9a14d4fc-1869-4439-9674-481b278704af,membantu,5,2024-01-22 12:21:13,,0,2024,0.8,positif
knpa ya tidak bisa transfer bnk dki,negatif,val,dbb9be95-898f-472f-87c8-c1e843d7f272,knpa ya tidak bisa transfer bnk dki,3,2025-04-16 13:01:35,2.17.1,0,2025,-0.1999999999999999,negatif
aplikasi mudah gunakan tampilan keren nyaman digunakan pemula bisa membantu usernya,positif,train,4fd0b69e-1578-4637-9425-ac5c050224ad,aplikasi mudah gunakan tampilan keren nyaman digunakan pemula bisa membantu usernya,5,2022-09-12 21:29:39,1.0.1,0,2022,3.4000000000000004,positif
aplikasi memudahkan proses transaksi layanan nsbh disuruh kerja 2x disuruh kantor lanjutkan proses padahal ingin membuat memakai layanan mbankingnya susah jaman udah canggih dipersulit bukannya dipermudah dipersimpel percepat aneh,positif,train,97fc3823-18af-4939-b92e-ef92ed8565d3,aplikasi memudahkan proses transaksi layanan nsbh disuruh kerja 2x disuruh kantor lanjutkan proses padahal ingin membuat memakai layanan mbankingnya susah jaman udah canggih dipersulit bukannya dipermudah dipersimpel percepat aneh,1,2025-03-03 21:01:59,,0,2025,1.1999999999999995,positif
oke mudah gunakan bank jakarta tolong aktipkan pembayaran bpjs ketenagakerjaan virtual account bank dll terimakasih,positif,train,856ec867-e222-4853-bc36-a022368db85a,oke mudah gunakan bank jakarta tolong aktipkan pembayaran bpjs ketenagakerjaan virtual account bank dll terimakasih,5,2026-03-04 20:15:14,2.18.0,1,2026,2.4,positif
aplikasi jakone suka biaya adminnya murah problem apknya cepet ditanggapinnya,positif,train,b52fb868-f9a3-48ed-a772-b8ecb3af8ad7,aplikasi jakone suka biaya adminnya murah problem apknya cepet ditanggapinnya,5,2022-11-09 19:46:06,1.0.3,0,2022,0.7999999999999999,positif
aplikasi mudah digunakan uinya simpel mudah dipahami deposit nya mudah bisa pembayaran qris beli pulsa paket data tagihan,positif,val,7983c02c-f55a-48ff-abfa-41309e181501,aplikasi mudah digunakan uinya simpel mudah dipahami deposit nya mudah bisa pembayaran qris beli pulsa paket data tagihan,5,2022-09-19 20:02:57,1.0.2,0,2022,3.0,positif
susah vermuk terkendala cahaya,negatif,train,690c0125-74df-4897-b4a1-6a9ddce84a13,susah vermuk terkendala cahaya,2,2022-10-14 21:35:55,1.0.2,0,2022,-0.6,negatif
aplikasi nya friendly banget pemula fitur fiturnya lengkap penggunaan gampang,positif,train,2f392820-ee85-4197-9eb9-cbb14c68ff39,aplikasi nya friendly banget pemula fitur fiturnya lengkap penggunaan gampang,5,2023-02-27 15:54:55,1.0.7,0,2023,1.6,positif
membantu terutama transaksi antar bank cek notifikasi dll,positif,train,1532d16f-7c5d-4394-a61e-f9cc5845ddba,membantu terutama transaksi antar bank cek notifikasi dll,5,2023-05-20 16:47:21,1.0.11,0,2023,0.8,positif
update tidak bisa vermuk nyusahin,negatif,test,d598e479-a75e-4c43-b7c7-45bceffba7cd,update tidak bisa vermuk nyusahin,1,2023-07-01 10:10:32,,0,2023,-0.6,negatif
sepertinya it nya libur lebaran tidak stanby erorny tidak segera perbaiki nunggu selesai libur lebaran,positif,val,01e77376-7774-4b29-bed7-762221d66181,sepertinya it nya libur lebaran tidak stanby erorny tidak segera perbaiki nunggu selesai libur lebaran,1,2025-04-07 17:51:56,2.17.1,0,2025,0.3999999999999999,positif
sumpah tau klo aplikasi sebagus inii fiturnya canggih lengkap lgi fitur scan to payy keren siii aplikasi ny bner ngebantu ngelakuin pembayaran non tunai,positif,train,0221d705-9dfc-4793-8797-634d555b0b49,sumpah tau klo aplikasi sebagus inii fiturnya canggih lengkap lgi fitur scan to payy keren siii aplikasi ny bner ngebantu ngelakuin pembayaran non tunai,5,2022-11-18 14:53:21,1.0.4,0,2022,2.4,positif
aplikasi nya mudah d gunakan fiturnya fast respon profesional rekomended banget,positif,train,41b40913-021f-4ffc-850e-c167d7673bf9,aplikasi nya mudah d gunakan fiturnya fast respon profesional rekomended banget,5,2022-09-05 00:16:15,1.0.0,0,2022,1.0,positif
aktivasi akun jakone berhasil d registrasi nya jga gampang tidak d bikin ribet aplikasi tidak berat jdi penyimpan tidak gede anti cocok banget d pokonya hrs download deh,positif,train,3fe6b776-b057-42b3-815b-7ced79b12130,aktivasi akun jakone berhasil d registrasi nya jga gampang tidak d bikin ribet aplikasi tidak berat jdi penyimpan tidak gede anti cocok banget d pokonya hrs download deh,5,2025-08-27 12:40:29,2.17.1,0,2025,0.9999999999999996,positif
bikin password kok kesalahan ya bingung,negatif,train,a5508f61-e180-4998-a21a-e2a4308e84db,bikin password kok kesalahan ya bingung,2,2022-11-09 13:59:49,1.0.3,0,2022,-0.1999999999999999,negatif
pas masukkin nomor hp tidak kode otp nya aplikasi aneh,positif,train,1b1e95d3-0806-4278-90ca-4464040ebf40,pas masukkin nomor hp tidak kode otp nya aplikasi aneh,1,2024-10-24 18:30:08,2.14.0,0,2024,1.4,positif
masuk akun jakone tidak bisa user id pasword dibuat data tidak ditemukan kenapa ya berkali,positif,train,920128d5-e6dc-4ee0-8627-d6547a0f84ad,masuk akun jakone tidak bisa user id pasword dibuat data tidak ditemukan kenapa ya berkali,2,2023-05-30 14:17:51,1.0.12,0,2023,0.2,positif
tolong perbaiki error aplikasi masa transfer bank tidak topup dana tidak,negatif,train,fa2a1a46-d0f2-482e-b6f0-554b2a0b1afd,tolong perbaiki error aplikasi masa transfer bank tidak topup dana tidak,1,2025-04-03 03:14:16,2.17.1,1,2025,-0.1999999999999999,negatif
aplikasi membantu mudah pengoperasiannya akurat,positif,test,4af5f2c3-4057-4afc-9607-9fb865d10cbe,aplikasi membantu mudah pengoperasiannya akurat,5,2023-07-06 10:08:48,,0,2023,1.6,positif
sukaa bgtt aplikasinyaaa mempermudah transaksi jangan ragu dowload apknyaa,positif,test,89adf895-2bd4-4fce-9909-8b222f66c27f,sukaa bgtt aplikasinyaaa mempermudah transaksi jangan ragu dowload apknyaa,5,2024-05-09 08:40:23,2.11.0,0,2024,1.4,positif
aplikasi rekomended banget ringan mudah penggunaannya bisa top up dll,positif,train,06b7a3ec-06a8-4dd0-bcf0-ce5a53b24d3d,aplikasi rekomended banget ringan mudah penggunaannya bisa top up dll,5,2023-01-26 08:13:04,1.0.6,0,2023,2.4000000000000004,positif
great good,positif,train,beeb7279-37cc-41fa-951c-757351a945e4,great good,4,2024-03-07 12:43:04,2.9.0,0,2024,1.6,positif
membantu bagus banget aplikasi,positif,test,b405c8db-246e-4d4f-ba4a-e1094f6c1b29,membantu bagus banget aplikasi,5,2022-11-14 09:53:04,1.0.4,0,2022,1.6,positif
aplikasi nya ringan semoga bermanfaat,positif,train,f0baaacf-6b43-46a7-93af-20cba6b7bd96,aplikasi nya ringan semoga bermanfaat,5,2024-04-20 21:40:44,,0,2024,1.4,positif
parah udah kesekian kalinya jakone mobile super lemoooot semalem jam 20 00 sampe skrg jam 16 00 belum bisa buka udah naekin versi play store tetep lemooooot payah,negatif,test,8e9494b2-77a6-41a6-bdad-b1a5222b6ba6,parah udah kesekian kalinya jakone mobile super lemoooot semalem jam 20 00 sampe skrg jam 16 00 belum bisa buka udah naekin versi play store tetep lemooooot payah,1,2023-06-23 15:58:54,2.0.1,0,2023,-0.4,negatif
hari digunakan tidak bisa aplikasi suka ngehang padahal internet stabil disaat bank meningkatkan pelayanannya bank jalan pny nasabah y,positif,test,927540a9-7ace-4586-ba6d-8e486f99aad4,hari digunakan tidak bisa aplikasi suka ngehang padahal internet stabil disaat bank meningkatkan pelayanannya bank jalan pny nasabah y,1,2025-09-01 18:21:42,2.17.1,0,2025,0.6,positif
akhirnya punya rekening prosesnya mudah fiturnya lengkap terpenting merasa lebih mandiri secara finansial terima kasih atas layanannya,positif,train,9f2710f6-7416-44d5-b366-a4a2b446d97f,akhirnya punya rekening prosesnya mudah fiturnya lengkap terpenting merasa lebih mandiri secara finansial terima kasih atas layanannya,5,2025-11-24 10:39:06,,0,2025,0.4000000000000001,positif
aplikasi cepat mudah acc,positif,test,1486d07c-0515-4d60-ad51-2ff077fe3069,aplikasi cepat mudah acc,5,2024-03-27 14:18:57,2.10.0,0,2024,1.4,positif
aplikasi membantu habis diperbarui tidak bisa dibuka knp,positif,train,cc443392-aed9-4153-b175-86ef4a66ea73,aplikasi membantu habis diperbarui tidak bisa dibuka knp,5,2023-05-18 18:00:49,1.0.12,0,2023,0.7999999999999999,positif
aplikasi mudah bertransaksi jakone mobile ribet gampang buruan download,positif,test,d41c38bc-4b8a-4922-9cd8-1085dfec56c4,aplikasi mudah bertransaksi jakone mobile ribet gampang buruan download,5,2022-09-17 17:43:40,1.0.1,0,2022,1.6,positif
sejauh menggunakan jakone mobile lumayan fitur penbayaran transfer bagus biaya admin murah csnya fastrespon kalian beruntung prosesnya mudah ingin buka rekening bank dki,positif,train,904fce16-b6fb-4cfb-bec8-c1b6c3b3df60,sejauh menggunakan jakone mobile lumayan fitur penbayaran transfer bagus biaya admin murah csnya fastrespon kalian beruntung prosesnya mudah ingin buka rekening bank dki,5,2022-11-18 19:32:33,1.0.4,0,2022,3.0,positif
nih aplikasi mbanking buruk nih kita dipaksa ganti tabungan gini dala seminggu belum bisa akses transfer bank dana dll pastikan tidak memakai aplikasi jakeone mobile bakalan beralih bank,positif,train,de34572d-400d-4be9-aaba-c90a829692e1,nih aplikasi mbanking buruk nih kita dipaksa ganti tabungan gini dala seminggu belum bisa akses transfer bank dana dll pastikan tidak memakai aplikasi jakeone mobile bakalan beralih bank,1,2025-04-07 07:32:37,2.17.1,1,2025,0.1999999999999998,positif
tidak bisa transfer bank error,negatif,train,d5b451e2-ab39-4845-a2ab-de162d65ea45,tidak bisa transfer bank error,1,2025-04-02 06:04:16,,0,2025,-2.0,negatif
e wallet gopay nya dihilangin kenapa edit ok tak tambahin 1 bintangnya full 5 normal,positif,train,0182106e-48db-42a5-b204-a325c0ef99b1,e wallet gopay nya dihilangin kenapa edit ok tak tambahin 1 bintangnya full 5 normal,2,2025-04-22 12:13:41,2.17.1,0,2025,0.8,positif
aplikasi bermanfaat banget sih kebutuhan bayar pln pdam beli pulsa tidak konter klik klik aplikasi ajaa fitur fiturnya bagus tidak ribet suka deh pokoknya,positif,train,57bd4b10-d479-4995-bd6d-5cafcbc5fa52,aplikasi bermanfaat banget sih kebutuhan bayar pln pdam beli pulsa tidak konter klik klik aplikasi ajaa fitur fiturnya bagus tidak ribet suka deh pokoknya,5,2023-01-27 12:50:14,1.0.6,0,2023,3.4,positif
daftar sistem error berkali coba error setiap reg pakai otp otp gagal habis pulsa sms otp doang bisa masuk enggak,negatif,test,361ed8ec-a5e4-4222-9ced-5604d4a5a39a,daftar sistem error berkali coba error setiap reg pakai otp otp gagal habis pulsa sms otp doang bisa masuk enggak,1,2023-10-15 12:30:57,2.2.0,0,2023,-3.0,negatif
tampilan aplikasi nya modern banget kekinian gampang d pakai sehari hari apalagi fiturnya memadai fitur qris nya jg gampang d gunakan jdi membantu deh,positif,train,c19dab8a-327a-4040-b7b6-2d92ea88984c,tampilan aplikasi nya modern banget kekinian gampang d pakai sehari hari apalagi fiturnya memadai fitur qris nya jg gampang d gunakan jdi membantu deh,5,2025-08-27 14:39:29,2.17.1,0,2025,3.4000000000000004,positif
