clean_review,label_v1,label_v2,label_v3,skor_v1,skor_v2,skor_v3
transfer transfer tidak ribet jakone semoga jakone berkembang lebih bagus yaa,positif,positif,positif,2.0,2.0,1.4
aplikasi banking bermanfaat simple tur fitur yabg mudah dipakaii pembayarannya bikin nyaman lengkap pokoknya recomended banget aplikasi,positif,positif,positif,8.0,8.0,3.2
aplikasi jakone mobile keren parah ui nya tidak berat semoth banget segi fitur pembayaran okk transaksi cepat aman emang tidak salah pilih dah recommended banget,negatif,positif,positif,-15.0,-15.0,1.2
mudah n lancar,positif,positif,positif,8.0,8.0,1.6
aplikasi membantu jakone mobile menurut aplikasi banking terbaik fiturnya mudah digunakan,positif,positif,positif,9.0,9.0,2.6
mantap m banking terbaik cocok jenis transaksi prosses nya tidak tampilannya bagus,positif,positif,positif,15.0,15.0,3.4
kemudahan kenyamanan bertransaksi aplikasi jakone mobile bisa digunakan pembayaran memudahkan transaksi dimanapun kapanpun terpenting pembayaran gampang tidak ribet thanks jakone mobile,positif,positif,positif,19.0,19.0,4.999999999999999
aplikasi hebat tampilan lebih menarik ui sederhana mudah digunakan suka banget scan qris layanan produk digital buka rekening tabungan online fitur lainnya bikin mudah nasabah bertransaksi lebih cepat aman,positif,positif,positif,40.0,40.0,7.599999999999999
aplikasi online mobile banking bagus fiturnya tidak ngelag tertata rapi mudah dipahami bisa digunakan pembayaran memudahkan kita transaksi mantap deh bank dki recommended download,positif,positif,positif,15.0,15.0,3.8
mudah digunakan transaksi sehari hari,positif,positif,positif,8.0,8.0,0.8
aplikasi jakone mobile bagus mudah digunakan,positif,positif,positif,2.0,2.0,1.4
mantap tampilan ui nya bagus user friendly proses transaksi mudah cepat bisa digunakan pembayaran tampilannya semangat deh pakai aplikasi good job bank dki,positif,positif,positif,25.0,25.0,5.8
mobile banking terbaik mudah gunakan nya simpel gampang pokoknya top,positif,positif,positif,18.0,18.0,3.6
oke secara keseluruhan tingkat kualitas pelayanan nya,positif,positif,positif,10.0,10.0,2.2
salah aplikasi mobile banking terbaik menurut pokoknya wajib instal aplikasi,negatif,positif,negatif,-8.0,-8.0,-0.8
aplikasi bagus tampilannya menarik mudah digunakan bisa digunakan pembayaran,positif,positif,positif,6.0,6.0,2.2
aplikasi nya baguss mudah d gunakan pembayaran dsini mantap,positif,positif,positif,5.0,5.0,2.4
aplikasih jakone mebantu bisnis dannjuga aolikasih muda login,positif,positif,positif,1.0,1.0,0.19999999999999996
rekomendasi banget aplikasi nya fiturnya lengkap mudah digunakan terimakasih jakone mobile smoga kedepannya aplikasi bisa lebih mantap,positif,positif,positif,10.0,10.0,3.4000000000000004
ok,positif,positif,positif,4.0,4.0,0.8
aplikasi membantu investasi online mudah banget pakaiannya,positif,positif,positif,5.0,5.0,1.6
aplikasi membantu transaksi dimanapun kapanpun pembayaran gampang tidak ribet rekomendasi,positif,positif,positif,7.0,7.0,2.4000000000000004
aplikasi hebat ui sederhana mudah digunakan,positif,positif,positif,3.0,3.0,1.4
aplikasi bagus transaksi harian berguna mudah digunakan bayar bayar transfer gampang,positif,positif,positif,17.0,17.0,3.2
aplikasi bagus mudah digunakan tampilan keren kece wajib download,positif,positif,positif,6.0,6.0,3.0
aplikasi mudah dipahami fiturnya simple cepet prosesnya kepake pastinya ngecek gaji masuk bank dki,positif,positif,positif,2.0,2.0,1.7999999999999998
aplikasi bagus lancar fitur nya mempermudah nasabah bertransaksi,positif,positif,positif,6.0,6.0,2.8000000000000003
fitur lengkap mudah menggunakanya mobile banking terbaik th 2023 walaupun aplikasi tergolong bank dki fitur2nya mantap lengkap tampilan semangat sukses slalu jakone mobile,positif,positif,positif,19.0,19.0,4.6
aplikasi recommended banget pendaftarannya mudah tidak ribet tidak nyesel download aplikasi jakone mobile,negatif,positif,positif,-4.0,-4.0,3.6
aplikasi bermanfaat aplikasi mobile banking mempermudah melakukan transaksi,negatif,negatif,positif,-2.0,-2.0,1.8
aplikasi bagus aplikasi mudah gunakan aplikasi cepat tampilan keren fiturnya sederhana bikin mudah nasabah transaksi fitur lainnya menarik rekomendasi,positif,positif,positif,17.0,17.0,5.2
aplikasi bagus tampilannya menarik bisa digunakan pembayaran,positif,positif,positif,2.0,2.0,1.4
aplikasi hebat ui sederhana mudah digunakan sukses bank dki,positif,positif,positif,6.0,6.0,2.0
mantab apl jackone mobile membantu hidup menjadi lebih mudah jackone bisa digunakan disemua pembayaran bisa bayar kapanpun dimanapun apl hebat bank dki semangat good job bank dki,positif,positif,positif,21.0,21.0,2.6
nih salah aplikasi keuangan bissa ngebantu keperluan kita mudah lengkap,positif,positif,positif,3.0,3.0,1.4
alhamdulillah dipermudah menggunakan aplikasi jakone mobile pembayaran apapun lebih gampang praktis,positif,positif,positif,10.0,10.0,2.6
aplikasi sanagt bagus beanfaat jakone mobile aplikasi adalahah mobile banking terbaik aplikasi seluler mudah digunakan fitur qris gampang menunya sederhana tidak ribet transaksinya mudah cepat bisa melakulan aktivitas pembayaran kapanpun dimanapun terbaik dibandingkan kompetitornya wajib diinstal nih,positif,positif,positif,15.0,15.0,6.6
aplikasi jakone mobile tampilan semangat good job bank dki fitur qris nya bikin gampang aplikasi banking bermanfaat simple muantaap,positif,positif,positif,14.0,14.0,4.3999999999999995
aplikasi membuat pengguna merasa mudah nyaman fiturnya intuitif menyediakan antarmuka user friendly pengguna cepat mudah menemukan cari senang melihat aplikasi memberikan kemudahan berinteraksi pengguna,positif,positif,positif,24.0,24.0,7.8
sih apikasi mobile bangking terbaik segi transaksi harian mudah proses caranya tidak ribett aplikasi perbankan terbaik lakuin transaksi mah,positif,positif,positif,10.0,10.0,2.0
aplikasi bagus transaksi fiturnya mudah digunakan garibet mempermudah nasabah bertransaksi kapanpun dimanapun mobile bankingnya terbaik bagus tampilannya menarik kekinian bisa digunakan pembayaran pokoknya rekomendid banget,positif,positif,positif,19.0,19.0,4.800000000000001
aplikasi sanggat berguna sanggat mudah lbh lbh mudah pahami dh,positif,positif,positif,9.0,9.0,2.6
suka aplikasi aplikasi bagus transaksi harian,positif,positif,positif,1.0,1.0,1.2
salah platform mobile banking ringan simple transaksi tidak repot tinggal klik pembayaran aplikasi tidak rugi download deh sukses jakone mobile,positif,positif,positif,5.0,5.0,2.2
membantu memudahkan transaksi fiturnya suka bug gpp hp kentang agak lambat bagus kok belum dowload coba,positif,positif,positif,19.0,19.0,1.6
lebih,positif,positif,netral,1.0,1.0,0.0
lancar mantap,positif,positif,positif,9.0,9.0,1.8
ok,positif,positif,positif,4.0,4.0,0.8
aplikasi mobile banking menurut terbaik mudah digunakan user friendly setiap kalangan promo menarik bisa melakukan pembayaran jenis platform,positif,positif,positif,16.0,16.0,4.0
aplikasi bagus membantu fiturnya terbilang lengkap mudah pahami pokoknya keren dehhh,positif,positif,positif,5.0,5.0,2.8
aplikasi mudah digunakan cocok transaksi sehari hari rekomended deh,positif,positif,positif,8.0,8.0,1.6
fiturnya gampang dipahami gampang digunakan tua biaya admin nya murah banget rekomended banget aplikasi nya aplikasi cocok orang in nya gampang mudah,positif,positif,positif,13.0,13.0,4.199999999999999
mantab mobile banking terbaik wajib diinstal ni penggunaannya mudah ui nya user friendly tampilannya menarik bisa digunakan pembayaran keren recomended,positif,positif,positif,11.0,11.0,3.8
aplikasi keren banget nih soalnya aplikasi mudah digunakan apalagi tampilan aplikasi simple banget loh,negatif,positif,positif,-3.0,-3.0,2.6
salah aplikasi bank mobile terbaik fiturnya mudah digunakan,positif,positif,positif,1.0,1.0,1.0
transaksi mudah fitur fiturnya bagus banget terimakasih,positif,positif,positif,16.0,16.0,2.6
aplikasih jakone mobile benar mantab transfer mendadak cepat prosesnya fiturnya jg gampang dimengerti q suka bs beli pulsa jg aplikasih jakone mobile jangan ragu buktikan dech smoga kedepannya lebih menarik,positif,positif,positif,16.0,16.0,2.5999999999999996
mantap seksli aplikasi jakone mobil rekomended fiturnya lengkap mudah gunakan ringan cepat bertransaksi,positif,positif,positif,16.0,16.0,4.0
aplikasi ringan tampilan mudah digunakan proses cepat fitur fiturnya mudah dipahami aplikasi seluler hebat bank dki bermanfaat membantu semangat good job bank dki,positif,positif,positif,25.0,25.0,6.3999999999999995
orang awam sepertiku aplikasi bagus prosesnya cepat transfer gampang mudah gunakan,positif,positif,positif,9.0,9.0,2.8
mobile banking terbaik cocok pengguna ui nya friendly mudah digunakan direkomedasikan memudahkan transaksi dimana kapan pembayaran mudah tidak ribet mantap pokoknya,positif,positif,positif,26.0,26.0,5.6
wih keren banget nih aplikasi bintang sih mahh fitur fiturnya loh bagus banget aplikasi gampang dipake fiturnya coba deh pasti tidak kecewa dahh,negatif,negatif,positif,-6.0,-6.0,2.8000000000000003
suka bangat menggunakan aplikasi uda fitur fiturnya keren gampang dijalankan pasti tidak pakai ribet pokoknya layak mendapatkan bintang 5,negatif,negatif,positif,-3.0,-3.0,0.3999999999999999
aplikasi mbanking terbaik nih bisa transaksi bank dki tampilan bagus ringan rekomondasi instal nih,positif,positif,positif,10.0,10.0,2.1999999999999997
aplikasi bagus aplikasi m banking bagus mudah digunakan lengkap pembayaran apapun disini prosesnya cepat good job,positif,positif,positif,10.0,10.0,4.0
aplikasi mobile banking sederhana mudah digunakan ui nya aplikasi hebat keren,negatif,positif,positif,-1.0,-1.0,2.2
m banking terbaik menurutku aplikasi tidak ribet gampang banget gunakan banget fitur fitur dalamnya keren,positif,positif,positif,6.0,6.0,3.8000000000000007
kariyawan bilang jonggol,netral,netral,netral,0.0,0.0,0.0
jakone aplikasi mobile banking bagus sih menurut berguna mudah digunakan menunya simple ui nya menarik mudah bayar bayar transfer top banget dah,positif,positif,positif,27.0,27.0,5.000000000000001
salah aplikasi terbaik cari aplikasi m banking mudah cepat responnya recomended pokoknya,negatif,positif,positif,-6.0,-6.0,1.0
aplikasi benar2 membantu mudah digunakan efesien proses tranfernya tidak kendala bayar gampang tidak pakai ribet aplikasi mobile banking terbaik bagus recomended good job bankone mobile,positif,positif,positif,4.0,4.0,4.200000000000001
aplikasi bagus mudah urusan bank top,positif,positif,positif,7.0,7.0,2.4
aplikasi bagus mudah digunakan uinya user friendly tampilannya menarik aplikasi hebat bank dki,positif,positif,positif,2.0,2.0,3.0
aplikasi bagus jdi lebih mudah transaksi jangn ragu pakek aplikasi,netral,positif,positif,0.0,0.0,0.7999999999999999
aplikasi mudah digunakan fiturnya simpel memudahkan nasabah bertransaksi pokoknya rekomended,positif,positif,positif,10.0,10.0,2.2
aplikasi mudah digunakan mudah dipahami tampilannya menarik bisa digunakan pembayaran mudah digunakan dimanapun rekomended pokonya,positif,positif,positif,10.0,10.0,2.8000000000000003
membantu banget deh belanja bayar tagihan lebih mudah praktis,positif,positif,positif,17.0,17.0,3.0
mantap fiturnya bikin mudah transaksi nasabah tampilan menarik mudah pahami kalangan masyarakat mulai beranjak transaksi online mengharuskan punya handphone,positif,positif,positif,31.0,31.0,3.1999999999999997
recommended membantu banget apalagi fitur scan qris nya mantap semoga berkembang,positif,positif,positif,10.0,10.0,2.8
praktis pokoknya puas,positif,positif,positif,4.0,4.0,1.0
gagal verivikasi wajah pas pendaftaran padahal foto bagus pencahayaan lambat klo masuk,positif,positif,positif,2.0,2.0,0.3999999999999999
suka banget sampa ui nya tampilannya menarik memudahkan transaksi tentunya aman soalnya pemerintah dki,positif,positif,positif,14.0,14.0,2.8000000000000003
salah aplikasi mobile banking terbaik penggunaan mudah simpel pastinya aman,positif,positif,positif,5.0,5.0,2.4
pendaftarnya mudah aplikasi jakone mobile rekomended mudah digunakan ui nya user friendly fitur nya mohon bisa diupgrade lebih bisa lebih,positif,positif,positif,8.0,8.0,2.4000000000000004
aplikasi scam ribet ngak jelas penipuan jangan transaksi disini,negatif,negatif,negatif,-14.0,-14.0,-1.2000000000000002
aplikasi jak0ne mempermudah transaksi tranfer uang cepat bisa transaksi pembayaran csnya fast respon,positif,positif,positif,6.0,6.0,1.4
aplikasi bagus tampilannya menarik bisa digunakan pembayaran daftarnya tidak ribet manteb dah,negatif,negatif,positif,-2.0,-2.0,1.6
cek ulang resi bukti tranfernya dimana yak kirim ulang bukti transfer bingung cek tranferan tidak bisa cek dimutasinya masa tidak transaksi padahal abis transfer ayo lebih jakone,negatif,negatif,negatif,-24.0,-24.0,-4.2
aplikasi jakone simple mudah pahami membantu mempermudah transaksi keuangan cepat bisa gunakan pembayaran rekomended,positif,positif,positif,11.0,11.0,3.6
aplikasi keren lebih praktis bayar bayar transfer gampang biaya adminya murah,positif,positif,positif,10.0,10.0,3.0000000000000004
terima kasih jakone aplikasi membantu tampilannya bagus mudah fahami,positif,positif,positif,10.0,10.0,3.0
kenapa mendownload aplikasi jak one mobile aplikasi salah aplikasi mobile banking terbaik fitur fitur nya mudah dipahami dipakai aplikasi tidak berat hp memudahkan bertransaksi manapun berada pembayaran mudah gampang tidak ribet fitur qrisnya bikin gampang pokoknya rekomended,positif,positif,positif,2.0,2.0,5.8
mobile banking andalan transfer transaksi pembayaran lebih mudah pokonya rekomended banget manatul,positif,positif,positif,8.0,8.0,1.4000000000000001
ingin biaya admin murah nol rupiah jackone bisa pilihan aplikasi membantu pembayaran keperluan darurat mendadak transfer mudah aman mantap jackone,positif,positif,positif,20.0,20.0,4.4
aplikasi mbanking bagus fitur qrisnya bikin gampang mudah digunakan transaksi apapun dimanapun tidak ribet good job bank dki,positif,positif,positif,14.0,14.0,4.0
aplikasi jakone mobile top mudah pendaftarannya cepet tidak ribet bayar aje bisa,positif,positif,positif,7.0,7.0,3.0
apalikasih mudah pahami berguna orang tidak ribet penampilan nya enak mudah,positif,positif,positif,17.0,17.0,4.4
aplikasi mempermudah nasabah transaksi dimanapun kapanpun aplikasi mudah digunakan tampilannya menarik,positif,positif,positif,5.0,5.0,2.4000000000000004
aplikasi bagus mudah pakai transaksi transfer transaksi belanja,positif,positif,positif,12.0,12.0,1.7999999999999998
membatu bertransaksi,positif,positif,positif,5.0,5.0,1.0
mudah gunakan tampilan menarik simpel membuat transaksi lebih nyaman efisien,positif,positif,positif,26.0,26.0,4.2
blom download wajib download aplikasi aplikasi mobile banking rekomended aplikasi nya sngt mudah gunakan transaksi lancar,negatif,negatif,positif,-2.0,-2.0,1.2000000000000002
aplikasi pembayar recomended registrasinya mudah cm 5 menit melakukan pembukaan rekening secara online bunga jg menarik msh byk keuntungan lainnya setiap kita melakukan transaksi keren,positif,positif,positif,15.0,15.0,3.8
aplikasi mobile banking tebaik mudah operasikan fitur fitur nya keren,netral,positif,positif,0.0,0.0,1.6
alhamdulillah aplikasi bermanfaat nasabah bank dki disayangkan tidak transaksi aplikasi nya terima kasih,positif,positif,positif,1.0,1.0,3.0
mbanking terbaik transfer cepat biaya admin gratis the best,positif,positif,positif,12.0,12.0,3.2
aplikasi mobile banking bagus pembayaran gampang tidak ribet bisa digunakan pembayaran rekomendasikan aplikasi jangan kwatir,negatif,negatif,positif,-6.0,-6.0,2.2
memudahkan transaksi dimanapun kapanpun,positif,positif,positif,7.0,7.0,0.8
simple bagus aplikasi potongan transfer bank 6 5k ckckck,negatif,negatif,positif,-1.0,-1.0,1.2
gimana caranya cek kjp jakone,negatif,negatif,negatif,-4.0,-4.0,-0.8
terobosan mobile banking memudahkan kita melakukan transaksi tampilannya bagus aplikasi tidak ribet fitur2nya mudah jackone mobile mantap,positif,positif,positif,13.0,13.0,4.0
pembayaran gampang tidak ribet pakai aplikasi transaksi perbankan aplikasi,negatif,negatif,positif,-1.0,-1.0,1.6
mobile bankingnya enak mudah gunakan tampilan aplikasi menarik tambahan ya menurut ku aplikasi nya bagus banget fiturnya menurut tambah menarik apalagi sehari hari wow banget sih,positif,positif,positif,34.0,34.0,6.3999999999999995
salah aplikasi mobile banking terbaik aplikasi bagus transaksi harian mudah digunakan bayar baya transfer gampang bisa digunakan pembayaran transaksi perbankan aplikasi fitur pembayaran nya bikin nyaman lengkap,positif,positif,positif,10.0,10.0,2.8000000000000003
mantap,positif,positif,positif,5.0,5.0,1.0
mantap membantu,positif,positif,positif,9.0,9.0,1.8
lebih mudah lg aksesnya,positif,positif,positif,5.0,5.0,0.8
aplikasi jakone menarik bagus membantu segalanya mudah simpel tampilan nya bagus daftar nya cepet tidak ribet fitur nya lengkap ngebatu banget transaksi,positif,positif,positif,25.0,25.0,6.200000000000001
semoga aman,netral,netral,positif,0.0,0.0,0.6
jangan update laaah ribet urusannya wkwkw,negatif,negatif,negatif,-7.0,-7.0,-0.8
mantaps,netral,positif,netral,0.0,0.0,0.0
kenapa susah banget kode otp seharian tidak masuk masuk kode otp udah lepas pasang kartu,negatif,negatif,negatif,-11.0,-11.0,-0.40000000000000013
ok,positif,positif,positif,4.0,4.0,0.8
tolong fitur mutasi rekining dibuat uang sebelumnya jangan uang masuknya doang biar jelas keterangan uang sebelumny uang setelahnya,positif,positif,positif,3.0,3.0,0.8
transaksi cepat,positif,positif,positif,7.0,7.0,0.6
aplikasi nya mengharukan gampang fahami,negatif,negatif,netral,-4.0,-4.0,0.0
penggunaan aplikasi jakone mudah pemula aplikasi bagus bermanfaat,positif,positif,positif,4.0,4.0,2.6
tidak bisa login setelah terima otp verifikasi data tidak bisa dilanjut data digunakan login gmna kocak,negatif,negatif,negatif,-16.0,-16.0,-1.6
jakone mobile merupakan aplikasi mobile banking bagus mudah digunakan terbaik aplikasi aplikasi seluler hebat bank dki guys memiliki ui user friendly tampilan aplikasi menarik mobile banking bisa digunakan pembayaran sehingga pembayaran gampang tidak ribet aplikasi hebat memudahkan transaksi dimanapun kapanpun rekomendasiin kalian download semangat good job bank dki,positif,positif,positif,16.0,16.0,8.6
oke biar nyaman,positif,positif,positif,7.0,7.0,1.4
mudah cepat,positif,positif,positif,7.0,7.0,1.4
mendukung,netral,netral,netral,0.0,0.0,0.0
kok aplikasi banget minta update ya,positif,positif,positif,3.0,3.0,0.4000000000000001
transaksi lebih mudah,positif,positif,positif,9.0,9.0,0.8
bagus fitur sy suka ambil uang atm barcode menu itublebih bagus bank mandiri,negatif,negatif,positif,-1.0,-1.0,0.19999999999999996
oke,positif,positif,positif,2.0,2.0,0.6
terima kasih bank dki,positif,positif,positif,4.0,4.0,1.0
aplikasi bagus mudah pengunaan nya,positif,positif,positif,2.0,2.0,1.4
allhamdulillah lancar mudah2an tetep stabil yah,positif,positif,positif,7.0,7.0,1.4
membantu,positif,positif,positif,4.0,4.0,0.8
mantabss,netral,netral,netral,0.0,0.0,0.0
aplikasi berguna beli pulsa simple tinggal aplikasi jni,netral,positif,positif,0.0,0.0,1.0
aplikasi rekomndasi memudah transaksi dimanapun kapanpun lebh ganpang tidak ribet transaksi pembayaran tampilannya menarik mudah dimengerti mudah digunakan menurutku mobole banking terbaik menurutku,positif,positif,positif,20.0,20.0,4.2
mbanking mulai membaik tolong kartu tol bank dki keluarkan mempermudah pengisian,negatif,negatif,negatif,-5.0,-5.0,-0.19999999999999996
aplikasi bank dki instal memiliki keunggulan contohnya kemudahan bertransaksi mengatur kebutuhan keuangan mempunyai fitur mobile banking e wallet aplikasi,positif,positif,positif,6.0,6.0,2.8
jakone rekomendasi banget transaksi mudah tampilanya bagus aplikasi mudah dimengerti sukses jakone,positif,positif,positif,14.0,14.0,3.0000000000000004
keren bett,netral,positif,positif,0.0,0.0,0.8
aplikasi mudah digunakan belum fitur isi jackcard,positif,positif,negatif,2.0,2.0,-0.19999999999999996
melakukan pembayaran lebih gampang anti ribet keren tampilan,netral,netral,positif,0.0,0.0,0.6000000000000001
terbukti phone mobile lancar layanan mantap bank dki pacu tingkatkan kenyamanan perbankan,positif,positif,positif,19.0,19.0,3.8
mobil banking direkomendasikan gampang tidak ribet menarik banget tampilan nya sih aplikasi seluler hebat good deh,positif,positif,positif,11.0,11.0,4.0
apl bgs,netral,netral,netral,0.0,0.0,0.0
menggunakan aplikasi jakone mobile sayang mempermudah melakukan transaksi perbankan dimana kapan,netral,netral,positif,0.0,0.0,1.4
aplikasi cari nih transaksi gampang semenjak pakai jakone mobile terbaik,positif,positif,positif,6.0,6.0,1.8
keren,netral,positif,positif,0.0,0.0,0.8
ok,positif,positif,positif,4.0,4.0,0.8
mantap poko namah,positif,positif,positif,3.0,3.0,0.6
aplikasi mudah simpel gunakan fiturnya bikin mudah nasabah transaksi fiturnya setiap transaksi keuntungan,positif,positif,positif,23.0,23.0,3.0
aplikasi bagus mudah operasikan transaksi mudah membantu,positif,positif,positif,14.0,14.0,3.0
aplikasi mobile banking mudah digunakan tidak nguras data internet kerenlah pokonya,negatif,positif,positif,-10.0,-10.0,0.4
siplah pokoknya,negatif,negatif,negatif,-3.0,-3.0,-0.6
tolong gimana ya udah punya atmnya masuk kaya daftar ulang banknya dlu gimana ya,positif,positif,positif,14.0,14.0,1.6
halo sy cek saldo kjp sy registrasi rek bank dki langsung dibuat rekening bukan rekening kjp gimana caranya sy mw cek saldo,negatif,negatif,negatif,-3.0,-3.0,-0.8000000000000002
seneng banget pembayaran apapun lebih gampang tidak ribet aplikasi bank dki bisa transaksi dimana thanks a lot bank dki,positif,positif,positif,8.0,8.0,2.4
aplikasi bagus aplikasi mudah gunakan aplikasi cepat tampilannya keren,negatif,negatif,positif,-3.0,-3.0,2.8
aplikasi mbangking terbaik bermanfaat mudah bertransaksi manapun recomended,positif,positif,positif,13.0,13.0,3.4
aplikasi sangatlah rekomended banget,negatif,negatif,positif,-3.0,-3.0,0.2
bagus banget aplikasi mobile banking terbaik menurut gua gampang banget digunainnya login mudah tidak ribet pakai nomer hp menunya sederhana tidak bikin pusing aplikasi mobile banking bagus rekomend nih tampilannya menarik bisa digunakan pembayaran beli token pulsa sampe kuota memudahkan transaksi dimanapun kapanpun pembayarannya gampang tidak ribet semangat bank dki,positif,positif,positif,20.0,20.0,8.599999999999998
aplikasi bank dki menarik mudah dioperasikan transaksi dimana kapanpun semoga okeh layanannya ya bravo bank dki,positif,positif,positif,12.0,12.0,2.4000000000000004
pembayaran mudah aplikasi jakone tidak pakai ribet tampilan keren terbaru semngat bank dki good job,positif,positif,positif,1.0,1.0,2.0
aplikasi bagus seka mbangking rekomendasi krna mudah tidak ribed bertransaksi lwat android,netral,positif,positif,0.0,0.0,2.0
mobile banking easy for use rekomendasikan tampilannya menarik bisa digunakan jenis pembayaran aplikasi nya keren banget deh pokoknya rugi tidak download,negatif,negatif,positif,-12.0,-12.0,0.20000000000000018
aplikasi mobile banking bagus mudah gunakan tampilan mudah menarik pokoknya ui nya user friendly bisa gunakan membayar lengkap bikin kita teebantu membayar apapun tidak ribet bisa kapanpun dimanapun,positif,positif,positif,3.0,3.0,3.4000000000000004
aplikasi membantu bagus gunakan,positif,positif,positif,2.0,2.0,1.4
menurut jakone mobile bagus beberapa fitur pengoperasian gampang mudah dipahami melakukan transaksi dimana n kapan sesuai keinginan nasabah nya,positif,positif,positif,25.0,25.0,2.8000000000000003
aplikasi seluler keren bank dki memudahkan transaksi ku dimanapun kapanpun pembayaran bisa gampang banget caranya tidak ribet apalagi aplikasi update pokoknya keren banget,positif,positif,positif,1.0,1.0,3.8000000000000003
aplikasi nya mudah gunakan mantap,positif,positif,positif,5.0,5.0,1.8
tampilan aplikasi update terbaru menarik user friendly bisa transaksi rasa khawatir,positif,positif,positif,8.0,8.0,0.3999999999999999
setelah update agak ringan gitu donk kasih bintang 4 bintang 1,positif,positif,positif,4.0,4.0,0.4
aman menguntungkan,positif,positif,positif,4.0,4.0,1.4
tampilan mbankingnya bikin transaksi mudah ui nya user friendly good job bank dki,positif,positif,positif,14.0,14.0,2.8
kode otp kenapa tidak masuk ya,negatif,negatif,positif,-1.0,-1.0,0.8
kode otp kaga muncul payah,negatif,negatif,negatif,-2.0,-2.0,-0.6
aplikasi mobile banking bagus rekomended banget tampilannya bagus menarik apalagi bisa digunakan metode pembayaran lebih mempermudah bisa dipakai kapanpun dimanapun kalian haruss cobaain jangan ragu dwonload insyaallah aplikasi amanah,positif,positif,positif,1.0,1.0,4.0
aplikasi mobile banking bagus tampilannya menarik mudah digunakan direkomendasikan aplikasi transaksi pembayan lebih mudah bank dki terbaikkkk,positif,positif,positif,11.0,11.0,3.0
seneng banget jakone mobile disini kita bisa deposit online aplikasi nya gampang gunakan banyaknya fitur disediakan ui nya user friendly sehingga lebih memudahkan transaksi dimana,positif,positif,positif,17.0,17.0,4.2
aplikasi mudah digunakan simple bisa digunakan kapanpun dimanapun transaksi lancar tidak ribet,positif,positif,positif,10.0,10.0,3.0
aplikasi mudah digunakan terimakasih bank dki,positif,positif,positif,5.0,5.0,1.8
aplikasi bagus banget fiturnya mudah digunkan tampilanyya menarik bisa digunakan pembayaran tersedia beberapa fitur beli listrik pulsa kouta aplikasi memudahkan transaksi pembayaran gampang,positif,positif,positif,17.0,17.0,4.8
mobile banking terbaik sih bukan tampilannya menarik penawaran proses transaksi gx bulak balik atm dimanapun kapanpun bisa,positif,positif,positif,8.0,8.0,1.2000000000000002
aplikasi mobile banking memudahkan transaksi tampilannya fitur nya menarik mudah mengerti daftar gampang pembayarannya bisa ngga ribet pasti cepet pokonya rekomendasi,positif,positif,positif,15.0,15.0,5.0
aplikasi mudh digunakan transaksi aman nyaman sudh bisa digunakan jenis pembayaran ui nya friendly rekomen bnget kaula muda,positif,positif,positif,2.0,2.0,1.8000000000000003
aplikasi mudah gunakan aplikasi cepat tampilan keren promo ditawarkan,positif,positif,positif,3.0,3.0,3.0
aplikasi ringan tidak berat daftarnya mudah fitur terbarunya,negatif,negatif,positif,-3.0,-3.0,1.2000000000000002
jakone mobile pt bank dki aplikasi mobile mudahan aplikasikan 1 genggaman transaksi lebih mudah tampilan fitur lebih menarik rekomended,positif,positif,positif,12.0,12.0,2.0
suka banget aplikasi tidak ribet prosesnya cepat,positif,positif,positif,2.0,2.0,2.2
mantap banget aplikasi fiturnya gampang dimengerti tidak ribet bisa digunakan pembayaran pembayarannya gampang cepat aplikasi keren banget memudahkan transaksi dimanapun kapanpun pembayaran mudah buruan download aplikasi,positif,positif,positif,17.0,17.0,6.8
aplikasi mobile banking rekomendasi mudah digunakan ringan membuat hidup lebih mudah topup pembayaran,positif,positif,positif,10.0,10.0,1.4000000000000001
suka banget tampilannya jakone hehe rasanya pengen transaksi pakai aplikasi yaaa emang segampang ituuuu biasanya suka bingung menu mobile banking bisa sat set dooonggg recomended sih asli,positif,positif,positif,12.0,12.0,2.4
salah mobile banking terbaik aplikasi mudah digunakan tidak ngelag tampilan menarik fiturnya transaksi lebih gampang menggunakan jakone mobile,positif,positif,positif,10.0,10.0,2.8
pembayaran apapun dimana tetep santai jakone,positif,positif,positif,2.0,2.0,0.4
tampilan semangat good job bank dki suka ui nya user friendly bisa mudah pakainya,positif,positif,positif,17.0,17.0,4.2
semenjak pakai jakone mobile transaksi mudah gampang gunakan keren banget nih aplikasi,positif,positif,positif,9.0,9.0,2.6
setuju aplikasi mobile banking terbaik setelah upgrade mudah digunakan tampilan nya menarik transaksi mudah lakukan aplikasi nya tidak berat jalan oke sukses bank dki,positif,positif,positif,18.0,18.0,5.6
sih mobile banking favorit gue terbaik diantara tampilannya user friendly bagus banget deh pokonya rekomendasiin sih transaksinya mudah kapanpun manapun ribet bisa pembayaran tampilan barunya suka good job deh bank dki,positif,positif,positif,15.0,15.0,4.600000000000001
mudah gunakan transaksi bank tidak ribet privasi terjaga tentunya aman bertransaksi dimanapun,positif,positif,positif,12.0,12.0,3.2
mobile banking mudah digunakan fitur nya menarik tersedia pembayaran ui nya friendly good job bank dki semoga kedepanya bisa lebih maju,positif,positif,positif,18.0,18.0,3.4000000000000004
mobile banking terbaik aplikasi mudah jalankan dipahami,positif,positif,positif,5.0,5.0,1.8
aplikasi mobile banking mudah digunakan fiturnya mudah digunakan,positif,positif,positif,4.0,4.0,1.6
