userName,tanggal,tahun,rating,ulasan,thumbsUp,versiApp,balasanBank,tanggalBalasan,reviewId
Mr. Ari,2023-05-24,2023,4,Lancar,0,1.0.12,"Terimakasih atas respon apresiatif Bapak/Ibu. Kami senantiasa akan meningkatkan layanan untuk Nasabah.
",2023-05-25 09:02:11,df6c6614-bdf2-45bf-9405-38856bda581d
nurul laela zahra,2023-05-24,2023,2,"Kenapa muncul ""Aplikasi ini terdeteksi tidak resmi"". Dan tidak bisa dibuka ya? Selalu keluar sendiri dr aplikasi.",0,1.0.12,"Mohon maaf atas ketidaknyaman Anda. Silahkan uninstal aplikasi JakOne Mobile kemudian instal kembali di playstore. Terima Kasih.
",2023-05-25 09:02:29,25e806f7-6c6c-4bbf-ad30-7b0945140e75
Faisal Lukman,2023-05-24,2023,5,Praktis dan aman,0,1.0.12,Terimakasih atas respon apresiatif Bapak/Ibu. Kami senantiasa akan meningkatkan layanan untuk Nasabah.,2023-05-25 09:02:44,885ad6e0-4785-43b5-86a6-8dbd88472a69
Nurdin nurdin latif,2023-05-24,2023,3,Setiap buka aplikasiny Knp harus UPDATE trs Padahal bulan kemaren sudah UPDATE Masa setiap bulan harus UPDATE trs...,0,,"Mohon maaf atas ketidaknyamanan Anda, mohon untuk dapat menginformasikan secara detail kendala maupun respon yang Bapak/Ibu alami melalui Twitter Bank DKI @JakOne_Mobile atau Call Center Bank DKI di 1500-351. Terima Kasih
",2023-05-25 09:14:14,c0e50d18-3151-4fea-8961-179c8cd2d5c4
SUDARMAJI BARAT,2023-05-24,2023,5,Memudahkan dalam bertransaksi,0,1.0.12,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu. Terima Kasih.,2023-05-25 08:53:04,ed3aa964-14b0-477b-a5e2-278388cb4b50
Ika Julyana,2023-05-24,2023,1,Dari pagi mau masuk ke apknya muter2 mulu sampe pusing ni mata. padahal ni lagi d butuhin bgt buat transaksi . Udh update jg bknnya bagus malah tambah jelek . Gmna si ni,2,1.0.12,"Mohon maaf atas ketidaknyamanan Anda, mohon untuk dapat menginformasikan secara detail kendala maupun respon yang Bapak/Ibu alami melalui Twitter Bank DKI @JakOne_Mobile atau Call Center Bank DKI di 1500-351. Terima Kasih
",2023-05-25 09:15:58,9659435b-bb33-496e-810a-ce75d02cee0d
Ismi Yati,2023-05-24,2023,1,Dduuuhhhh ribet banget aplikasi ini,0,1.0.12,"Mohon maaf atas ketidaknyamanan Anda, mohon untuk dapat menginformasikan secara detail kendala maupun respon yang Bapak/Ibu alami melalui Twitter Bank DKI @JakOne_Mobile atau Call Center Bank DKI di 1500-351. Terima Kasih
",2023-05-25 09:15:50,518f9cb7-e966-49a4-add8-e8074917ac3f
Afgan Windatra,2023-05-24,2023,5,Terimakasih banget mba evii udah kasih info apk jakone mobile di kampus Universitas satya negara Indonesia,0,1.0.12,"Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu. Terima Kasih.
",2023-05-25 09:31:32,47f16a83-1888-4e60-93c2-cb51f30576e1
Devi Ariyanto,2023-05-24,2023,5,Thank you mba evi sudah kasih info tentang jakone mobile di Universitas Satya Negara,0,1.0.12,"Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu. Terima Kasih.
",2023-05-25 09:31:27,a7dbb219-b9f2-45fa-bdbb-9779d7c35930
Umi Arie,2023-05-24,2023,5,Membantu memberikan kemudahan,0,1.0.12,"Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu. Terima Kasih.
",2023-05-25 09:31:21,6506b4c0-2522-4f5f-9af8-93420719e199
M,2023-05-24,2023,3,"Maaf ini gmna cara masuknya ya,, sya sudah punya akun m banking tapi malah prosedur nya kayak buka baru lagi dan gk bsa masuk ke m banking lama,, inj sya kan mau masuk bukan mau daftar baru,,",0,,"Silahkan klik sudah punya rekening, kemudian masukan data yang sesuai dengan data Bank. Apabila ada perubahan data mohon kunjungi kantor layanan Bank DKI terdekat. Terima Kasih.",2023-05-25 09:30:55,74aca98d-0dd0-4ef5-b995-13eef74f2f31
andri suhartoyo,2023-05-24,2023,1,Baru di aplikasi ini verifikasi wajah saja susah.......di haruskan migrasi tapi hanya ganti aplikasi ini saja harus ke kantor cabang,0,1.0.12,"Mohon maaf atas ketidaknyamanan Anda, silahkan kunjungi kantor layanan Bank DKI terdekat atau hubungi call center Bank DKI di nomor 1500-351 agar dapat kami tindaklanjuti. Terima Kasih.
",2023-05-25 09:28:03,edcb0732-544b-4319-9d28-364febf4bcdd
Sri Suari,2023-05-24,2023,5,"Mantap, semakin kekinian",0,,"Terimakasih atas respon apresiatif Bapak/Ibu. Kami senantiasa akan meningkatkan layanan untuk Nasabah.
",2023-05-25 09:28:59,92682cc8-7a65-4c27-93a1-4f9fdcda6104
apri aji Setiawan,2023-05-24,2023,1,"Verifikasi wajah gagal terus gabisa2, kalo jakone mobile yg lama nanti di non-aktif dr pihak bank gimana? Masa ga bisa mbanking. . Reply Masih gabisa min, udah saya sesuaiin semuanya, dari awal instal sampe skrg udah sering coba tapi masih gagal, per mei mbanking lama non-aktif, terus solusi nya gimana min?",2,1.0.12,Silahkan dicoba kembali.Pastikan kondisi pencahayaan cukup terang dan tidak backlight atau ada cahaya dari belakang. Latar belakang foto tidak terlalu ramai. Pastikan data yang Anda masukkan sesuai dengan KTP. Terima Kasih.,2023-05-04 09:51:41,a4f5a23a-f7cf-439c-8105-998021730837
Endangsusilo Wardani,2023-05-24,2023,5,Ok,0,1.0.12,"Terimakasih atas respon apresiatif Bapak/Ibu. Kami senantiasa akan meningkatkan layanan untuk Nasabah.
",2023-05-25 09:28:25,fcd5aa7b-9086-4198-9189-0bb9e33a4d82
Muhamad Robin,2023-05-24,2023,5,Thank you mbak evi udh ksi info tentang jakone mobile,0,1.0.12,"Terimakasih atas respon apresiatif Bapak/Ibu. Kami senantiasa akan meningkatkan layanan untuk Nasabah.
",2023-05-25 09:29:06,fdb3d01c-4f8d-4203-8fcc-871aa9d9125f
gila judi,2023-05-25,2023,1,"Sampah !! Sinyal gue kuat banget , gue pake wifi juga tapi masih aja disuruh periksa koneksi internet anda , aneh !! Apk bank BCA ajaa sinyal gak bgtu kenceng ajaa masih bisa buat transaksi ini mah boro boro , kalo yg bales bot fix Lo semua korupsi",0,,Mohon untuk di coba kembali. Pastikan koneksi internet Anda stabil untuk mengakses JakOne Mobile. Terimakasih,2025-09-11 12:55:01,129ce5e1-0c54-4fef-ada1-0867710c63c6
Thorik Fire,2023-05-25,2023,1,"Yg versi baru bikin ribet, harus di sesuaikan foto wajah dulu, foto di ktp masih pake foto lama waktu masih gemuk, sedangkan sekarang waktu saya agak kurus jadi gak bisa, harus ngurus dulu ke disdukcapil, RIBET",2,1.0.12,"Mohon maaf atas ketidaknyaman Anda. Terkait hal tersebut , kami himbau agar melakukan pembaharuan foto KTP di dukcapil. Terimakasih",2025-09-11 23:54:48,f6315b42-405c-4592-b4e6-eac793e798fa
Diani Yanviarti,2023-05-25,2023,1,Nik berubah padahal pas buka tabungan pke e-KTP sndri tau2 srh update Jak mobile berubah nik saya malah punya org lain. Bahaya bgt ini bank. Fix tutup rekening aja.,0,,"Mohon maaf atas ketidaknyamanan Anda, mohon untuk dapat menginformasikan secara detail kendala maupun respon yang Bapak/Ibu alami ke call center Bank Jakarta di 1500-351 atau ke Kantor Cabang kami terdekat agar dapat kami tindaklanjuti. Terimakasih.",2025-09-11 23:55:46,3d94f2b2-10f1-4485-83b0-0c8533680016
Pandu A Rachmadan,2023-05-25,2023,3,"Durasi loading lama, begitu selesai bertuliskan ""Server Time Out"". Mengapa saya harus mengunduh aplikasi yg baru, padahal tinggal memperbarui aplikasi yg lama??",0,1.0.12,Mohon maaf atas ketidaknyaman Anda. Update JakOne Mobile digunakan untuk keamanan dan kenyamanan pengguna. Terimakasih,2025-09-11 23:58:45,746b605d-fc77-4f8d-997e-bd8ab729522e
Dimas Febriansyah,2023-05-25,2023,2,Dulu aman aman aja jakone kok sekarang makin ga beres aja dah tolong donk diperbaiki donk mendingan jakone yang dulu dah payah banget skrng sinyal padahal bagus tolong segera diperbaiki donk kalo ga kembali pake aplikasi yang dulu aja,0,,Perkenankan kami memohon maaf atas ketidaknyamanan yang Bapak/Ibu alami dengan JakOne Mobile. Saran dan masukan anda akan menjadi evaluasi kami dalam meningkatkan pelayanan kepada nasabah. Terimakasih,2025-09-11 23:59:55,dc68d1f7-12c2-414e-940e-26b56655723e
Bisma Mandala,2023-05-25,2023,1,"Lemoooooot muter2 terus padahal jaringan bagus,buka aplikasi lain lancar2 aja,lah ini muterrrrrr terus.paaaaaraaaah",0,1.0.12,Mohon untuk di coba kembali. Pastikan koneksi internet Anda stabil untuk mengakses JakOne Mobile. Terimakasih,2025-09-12 00:03:21,0e063d3a-4230-42ff-abe1-39336a953988
Aman Sentoso,2023-05-25,2023,3,Aplikasi tdk bisa dibuka,0,1.0.12,"Mohon maaf atas ketidaknyaman Anda. Mohon untuk dicoba kembali. Terima Kasih.
",2023-05-25 08:31:50,b73073de-f5fa-463c-ae05-b4889bc4c4a7
hafidin alwi alhamdan,2023-05-25,2023,5,Tingkatkan lagi.,0,1.0.12,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-07 08:14:51,f4af6426-088f-46a1-8b56-d55e2ed156c6
Nisam Sam,2023-05-25,2023,5,Oke ini aplikasi yang sangat membantu segala urusan kebutuhan banyak nasabah,0,1.0.11,"Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu. Terima Kasih.
",2023-05-25 08:31:38,c637897c-5f40-4074-a12e-ad19bd288341
"Widyastuti Utami, S. Pd.",2023-05-25,2023,1,Update mulu,0,1.0.11,"Mohon maaf atas ketidaknyaman Anda. Mohon untuk dicoba kembali. Terima Kasih.
",2023-05-25 08:35:44,99386257-2225-4edf-8aa6-6f6a893a0484
Etty Awalludin,2023-05-25,2023,4,Keseringan update. Padahal belum lama update..,0,,"Mohon maaf atas ketidaknyaman Anda. Mohon untuk dicoba kembali. Terima Kasih.
",2023-05-25 08:51:29,2f889914-2be5-46bd-862a-f2d76bd15977
RIDWAN,2023-05-25,2023,1,"Awal nya mudah di pakai walaupun ga ada bunga sama sekali nabung disini, cuman pakai mbankingnya malah nyusahin, telphone ke call center malah ga dapat solusi, ada masalah tapi percuma ga bisa di bantu sama call center nya. Payah!!!!!",2,1.0.12,"Mohon maaf atas ketidaknyamanan Anda, mohon untuk dapat menginformasikan secara detail kendala maupun respon yang Bapak/Ibu alami melalui Twitter Bank DKI @JakOne_Mobile atau Call Center Bank DKI di 1500-351. Terima Kasih
",2023-05-25 08:36:11,395c3588-d066-44fe-8e73-9326aa8405ce
channel gak penting,2023-05-25,2023,5,Ok,0,1.0.11,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu. Terima Kasih.,2023-05-25 08:51:41,b9e8fcda-6b0e-4fa0-90f6-d6c5621cb4f6
Wela Sandra,2023-05-25,2023,5,Bsgus,0,1.0.12,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu. Terima Kasih.,2023-05-25 08:51:44,e8ac29ca-56bf-423b-a874-55b31af055ac
Cerinurcahya 10,2023-05-25,2023,1,Ini gimana sih jaringan bagus di hp tapi berat bgt buat login,0,1.0.12,"Mohon maaf atas ketidaknyaman Anda. Mohon untuk dicoba kembali. Terima Kasih.
",2023-05-25 08:52:23,0949f71c-8e92-45c4-80a0-569a8ddaab77
Diki Ramdani,2023-05-25,2023,5,Kenapa ini jakone tidak bisa d buka,0,1.0.12,"Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu. Terima Kasih.
",2023-05-25 08:52:37,5b670774-43a1-4d05-a012-8c2f1af3fa37
Stefanus Nazaretho Sitanggang,2023-05-25,2023,5,Mantap,0,1.0.12,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu. Terima Kasih.,2023-05-25 08:33:22,f60202b0-d30e-426f-a6ed-066b311dec5d
bro cil,2023-05-26,2023,2,"Bagaimana bisa memperbarui aplikasi kalau kode otp nya tdk di kirim, padahal pulsa ada, internet ada, coba hub 1500-351 jawabnya cm nanyain pulsa hadehhhh",0,1.0.12,"Pastikan nomor HP yang Anda daftarkan sesuai dengan data Bank, mohon pastikan Anda memiliki cukup pulsa untuk SMS kode OTP dan apabila Anda menggunakan layanan pascabayar, layanan SMS premium telah diaktifkan. Terima Kasih.
",2023-05-30 04:09:57,767d861b-d5ee-4ab3-8fd8-68937690cba3
Syah Roni,2023-05-26,2023,1,"Mendingan jacone yg lama, jarang sekali update. Ini aplikasi katanya baru, tpi dikit-dikit update, gk di buka 3/4 hari update. Udah di update tetap aj gk bisa. Mau gk mau harus download ulamg",2,1.0.12,"Mohon maaf atas ketidaknyamanan Anda, mohon untuk dapat menginformasikan secara detail kendala maupun respon yang Bapak/Ibu alami melalui Twitter Bank DKI @JakOne_Mobile atau Call Center Bank DKI di 1500-351. Terima Kasih
",2023-05-30 04:08:19,e379e1e5-253b-438e-933e-203df0e9b56d
Hadi Ahmad,2023-05-26,2023,2,Knp ini aplikasi jakone sangat buruk sekali.. Kga bisa dibuka. Dengn tulis aplikasi tidak terdaftar di play store,0,1.0.12,"Mohon maaf atas ketidaknyaman Anda. Silahkan uninstal aplikasi JakOne Mobile kemudian instal kembali di playstore. Terima Kasih.
",2023-05-30 04:08:05,c0b47132-4fb7-4ffa-bbed-9ddd966f3f5a
sheva bima,2023-05-26,2023,1,Sering tidak bisa login,0,1.0.12,Mohon maaf atas ketidaknyaman Anda. Mohon untuk dicoba kembali. Terima Kasih.,2023-05-26 08:25:14,837edf9f-4cdc-45f1-8fd6-59a84be518f1
HOBBY MANCING,2023-05-26,2023,1,"Aplikasinya yg bobrok, internet nasabah yg disalahin ... PAYAH!!!",0,1.0.12,"Mohon maaf atas ketidaknyamanan Anda, mohon untuk dapat menginformasikan secara detail kendala maupun respon yang Bapak/Ibu alami melalui Twitter Bank DKI @JakOne_Mobile atau Call Center Bank DKI di 1500-351. Terima Kasih
",2023-05-26 07:42:34,ffc95f10-cfd9-4b73-a969-111d65eedc15
Rizka Anggraini,2023-05-26,2023,1,G bisa login ..udh tlpn cs Bank DKI . Tetep g bisa bantu...pulsa dan masa aktif aman..tolonglah,0,1.0.12,"Mohon untuk di coba kembali. Pastikan koneksi internet Anda stabil untuk mengakses JakOne Mobile dan nomor HP yang didaftarkan sesuai dengan data Bank. Terima Kasih
",2023-05-26 07:35:42,c39773c6-2d37-43c9-a51f-2f17afb7244f
Azizah Hasan,2023-05-26,2023,1,"Pas mau login masukin no hp, no hp sudah terdaftar lanjutkan tapi giliran masukin identitas,akun tidak terdeteksi,,ga jelas banget ini aplikasi,sudah dicoba berulang"" tetap sama seperti itu..buang"" waktu saja..!!auto uinstal",1,,"Mohon untuk di coba kembali. Pastikan data Anda sesuai dengan data Bank, apabila ada perubahan data, silahkan kunjungi kantor layanan Bank DKI terdekat. Terima Kasih.
",2023-05-30 07:09:30,3d1c6f5f-acf3-4718-b278-abf190de0fb9
Devirullie 27,2023-05-26,2023,3,"Update trs ,cape. aplikasi terdeteksi tdk resmi srg gt, kali ga resmi mending ga usah sekalian..",0,1.0.12,"Mohon maaf atas ketidaknyamanan Anda, mohon untuk dapat menginformasikan secara detail kendala maupun respon yang Bapak/Ibu alami melalui Twitter Bank DKI @JakOne_Mobile atau Call Center Bank DKI di 1500-351. Terima Kasih
",2023-05-25 08:52:53,69345b15-105d-458b-b7ab-b1b1be9ecd72
Sugandhi,2023-05-26,2023,1,Ini skrang tiap di buka gk support slalu nongol bacaan aplikasi ini terseteksi tidak aman ini kenapa min,0,1.0.12,"Mohon maaf atas ketidaknyaman Anda. Silahkan uninstal aplikasi JakOne Mobile kemudian instal kembali di playstore. Terima Kasih.
",2023-05-30 07:09:53,fc06d85f-2691-4f95-ab1b-b1b8d20184b0
Vallian Valeri,2023-05-26,2023,1,Transfer gagal tapi saldo kepotong 👎 aplikasi payah,0,1.0.12,"
Apakah Anda sudah memiliki nomor tiket pengaduan melalui call center? Pastikan anda telah memiliki tiket pengaduan untuk dapat menindaklanjuti kendala tersebut dengan menghubungi Customer Service Bank DKI atau menghubungi call center Bank DKI di nomor 1500-351. Terima Kasih.
",2023-05-26 08:25:49,542a3f6a-9f0e-4734-bf17-a0e7fd51fa22
masukkan email kamu,2023-05-27,2023,1,"JANGAN TRACKING LOKASI ORNG TERUS DONG, KAYA SERVER LU AMAN AJA. BANK YG KEAMANANNYA NO.1 AJA NGGA SE LEBAY ELU DEVELOPER BANK DKI. PRIVACY ORANG OY. ADMIN BULANAN ELIT KARTU MASIH SULIT (GPN DOANG).",0,,"Mohon maaf atas ketidaknyamanan Anda, mohon untuk dapat menginformasikan secara detail kendala maupun respon yang Bapak/Ibu alami melalui Twitter Bank DKI @JakOne_Mobile atau Call Center Bank DKI di 1500-351. Terima Kasih
",2023-05-30 06:54:40,c880a48e-570a-4d25-bb89-6781bc27dbd9
Fitrah Vidi,2023-05-27,2023,1,"aplikasi mobile banking terpayah di antara bank lainnya. paling lemot, paling sulit dibuka, paling sering error. yang bilang aplikasi ini cepat dan memudahkan berarti bot 👎",0,,"Mohon maaf atas ketidaknyamanan Anda, mohon untuk dapat menginformasikan secara detail kendala maupun respon yang Bapak/Ibu alami melalui Twitter Bank DKI @JakOne_Mobile atau Call Center Bank DKI di 1500-351. Terima Kasih
",2023-05-30 06:54:25,24cc22f7-d475-453f-a8bc-2576d0226408
Dandi Tara,2023-05-27,2023,1,BANK ELIT BUKA M-BANKING SULIT HARUS MAKE WIFI NASA DULU BARU BISA DIBUKA,0,1.0.12,"Mohon maaf atas ketidaknyamanan Anda, mohon untuk dapat menginformasikan secara detail kendala maupun respon yang Bapak/Ibu alami melalui Twitter Bank DKI @JakOne_Mobile atau Call Center Bank DKI di 1500-351. Terima Kasih
",2023-05-30 06:51:26,c3d513e6-185e-4c33-9bb4-1e478c41eaa7
Isnan Bondan,2023-05-27,2023,2,"Dikit"" update giliran udah di update gabisa dibuka",0,,"Mohon maaf atas ketidaknyaman Anda. Mohon untuk dicoba kembali. Terima Kasih.
",2023-05-30 06:51:12,8a9296bd-680c-40fa-aee7-4f0a32e7a8aa
Nafa Fadilah,2023-05-27,2023,3,Gara2 hp keriset jadi sah di buka😭,0,1.0.12,"Mohon untuk di coba kembali. Pastikan data Anda sesuai dengan data Bank, apabila ada perubahan data, silahkan kunjungi kantor layanan Bank DKI terdekat. Terima Kasih.

",2023-05-30 06:53:54,e7599d70-d83a-4292-af18-91cc6e10ec79
Sara Sakina,2023-05-27,2023,1,Sangat lemot bgt dan tidak mendukung di jaringan XL dan Tree.. ampun dah ...,0,1.0.12,"Mohon maaf atas ketidaknyamanan Anda, mohon untuk dapat menginformasikan secara detail kendala maupun respon yang Bapak/Ibu alami melalui Twitter Bank DKI @JakOne_Mobile atau Call Center Bank DKI di 1500-351. Terima Kasih
",2023-05-30 06:54:17,34d310f9-a8d7-46ae-9afd-c62f71d46a10
dede kurniawan,2023-05-28,2023,3,"Kadang kadang gak bisa ke buka aplikasi'y, selalu ada tulisan update",0,1.0.11,"Mohon maaf atas ketidaknyamanan Anda, mohon untuk dapat menginformasikan secara detail kendala maupun respon yang Bapak/Ibu alami melalui Twitter Bank DKI @JakOne_Mobile atau Call Center Bank DKI di 1500-351. Terima Kasih
",2023-05-30 06:55:10,43e22781-6281-4482-9214-24006a0c4bf1
Heni Marliani,2023-05-28,2023,1,Maaf saya mau tanya kenapa mau instal jakone mobile tidak bisa ya hanya mutar2 aja,0,,"Mohon untuk di coba kembali. Pastikan koneksi internet Anda stabil untuk mengakses JakOne Mobile.Terima Kasih.
",2023-05-30 06:55:44,8c51499f-fc73-4b81-8d12-137db9d6aa54
Asmawati Kopti,2023-05-28,2023,5,Baik,0,1.0.12,"Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.
",2023-05-30 06:55:57,04b8057b-74d8-43d0-b048-83f6215d9a47
Layla 83,2023-05-28,2023,5,Good deh,0,1.0.12,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2023-05-30 06:56:31,dc95e81e-4cc5-4d5c-96a2-ca1516169241
Arfan Akbar,2023-05-28,2023,1,Kocak,0,1.0.12,"Mohon maaf atas ketidaknyamanan Anda, mohon untuk dapat menginformasikan secara detail kendala maupun respon yang Bapak/Ibu alami melalui Twitter Bank DKI @JakOne_Mobile atau Call Center Bank DKI di 1500-351. Terima Kasih
",2023-05-30 06:56:42,f1e256f2-1c26-4c85-9ed0-a3b355c54664
Irvan Renaldy,2023-05-28,2023,1,aplikasiny susah buat verifikasi wajah,0,1.0.12,"Mohon untuk di coba kembali. Pastikan data Anda sesuai dengan data Bank, apabila ada perubahan data, silahkan kunjungi kantor layanan Bank DKI terdekat. Terima Kasih.
",2023-05-30 06:57:14,06948bb1-1a49-4f5f-8bbd-962268e71845
arum purnamasari,2023-05-28,2023,4,Sering gak bisa cek mutasi. Tolong dong diperbaiki lagi,0,1.0.12,"Terima kasih atas saran dan ulasannya. Hal ini menjadi masukan bagi kami untuk pengembangan aplikasi JakOne Mobile demi kemudahan dan kenyamanan nasabah bertransaksi.
",2023-05-30 06:57:33,e1cc6777-687b-4df5-a19c-ff3c603bf82a
Asrul Acun,2023-05-29,2023,5,Lebih mudaah dan dapat d percaya memaluli syiber scurity indonesia untuk menanam ke amaan uaang d dalaam Bank dki,0,1.0.12,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu. Terima Kasih.,2023-05-30 07:08:27,b003bef8-a252-4eb7-b131-24c6baddef5a
Makmun Sumakmun,2023-05-29,2023,5,Top,0,1.0.12,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu. Terima Kasih.,2023-05-30 07:08:03,d2e7a957-00c2-4197-949a-ebc6344cbe53
Farhana Imron,2023-05-29,2023,1,"Baru juga download yg bru ni tp udhh gk bisa login katanya eror umum 0019 lalu setelah bisa lanjut masuk id malah data tidak ditemukan astgahfirullah 0414 tulisannya ywd lanjut coba ke lupa id atau lupa password tp susah bgt ampunnn padahal pulsa ada ,internet ada",2,1.0.12,"Mohon untuk di coba kembali. Pastikan data Anda sesuai dengan data Bank, apabila ada perubahan data, silahkan kunjungi kantor layanan Bank DKI terdekat. Terima Kasih.
",2023-05-30 07:07:44,ffdcd514-ec6f-4e91-8cc3-c34280e8fa65
FERDHI Ansyah,2023-05-29,2023,5,Terima kasih kepada mba Evi jakone yg telah membantu dan memperkenalkan jakone mobile dan jakone merchant kpd saya dipasar perumnas klender telah saya pahami penggunaan dgn jelas memberi keterangan..toplah...smg sukses Selalu Bank DKI,0,1.0.12,"Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu. Terima Kasih.
",2023-05-30 06:59:21,df5adbb5-d257-4092-80dc-a48c65db7e9f
ORICA,2023-05-29,2023,2,"Hadeh udh update versi baru malah stuck dgn peringatan Error' umum (019) pdhl sudah pake WiFi + data seluler, mending yg ver lama dah",0,1.0.12,"Mohon maaf atas ketidaknyaman Anda. Mohon untuk dicoba kembali. Terima Kasih.
",2023-05-30 06:59:43,4884c04e-a9ff-4a1f-b9d9-501291e92b59
Teti Sumarni,2023-05-29,2023,5,lebih mudah dan simple di gunakan,0,1.0.12,"Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu. Terima Kasih.
",2023-05-30 06:59:25,2a26d17a-5f99-4948-94cf-aa35d6690ed6
RN 04,2023-05-29,2023,1,Error mulu aplikasinya,0,,"Mohon maaf atas ketidaknyamanan Anda, mohon untuk dapat menginformasikan secara detail kendala maupun respon yang Bapak/Ibu alami melalui Twitter Bank DKI @JakOne_Mobile atau Call Center Bank DKI di 1500-351. Terima Kasih
",2023-05-30 06:59:08,c06191ad-64fa-4c33-b23d-c6f667b9f57a
Sutoyo Sutoyo,2023-05-29,2023,5,Ok,0,1.0.12,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu. Terima Kasih.,2023-05-30 07:07:00,641adee6-cfd2-4ebb-af4b-3fc1c2150b48
arif arfan,2023-05-30,2023,5,👌🏻,0,1.0.11,"Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu. Terima Kasih.
",2023-06-06 07:31:50,0a51d184-3238-4b58-9771-e10252d0b02d
Debie Kresnawati,2023-05-30,2023,2,Setelah update sendiri knp aplikasi tidak dapat di buka keterangan terdeteksi root/jailbreak & keluar otomatis padahal sdh 2x sy uninstal & instal ulang masih sama seperti itu...,2,1.0.12,Mohon maaf atas ketidaknyamanan Anda. Untuk Kendala Yang Bapak / Ibu alami silahkan kunjungi kantor layanan terdekat agar dapat kami tindaklanjuti.,2022-09-26 04:41:52,0808376a-94f1-4743-ac20-ba94253f185c
Raja Firmansyah,2023-05-30,2023,5,Mantappp,0,1.0.12,"Terima kasih atas respon apresiatif Bapak/Ibu. Kami senantiasa akan meningkatkan layanan untuk Nasabah.
",2023-05-31 04:12:40,a8abe0a6-cd47-4440-a3ef-a07ada64a97f
Idris Afandi,2023-05-30,2023,1,"Kirain ganti aplikasi yg baru lebih bagus gak taunya lebih buruk.. Login biometrik sering gagal, lemot, buat bli pulsa Axis gk bisa.. Pokoknya parah banget banyak minusnya.. Lebih bagus dan lebih baik model lama",11,1.0.12,"Mohon maaf atas ketidaknyamanan Anda, mohon untuk dapat menginformasikan secara detail kendala maupun respon yang Bapak/Ibu alami ke call center Bank DKI di 1500-351 atau ke kantor layanan kami terdekat agar dapat kami tidaklanjuti.",2022-09-08 08:14:03,6442232a-1467-464e-abfe-91c9d96bf83a
Cicie Banu,2023-05-30,2023,3,"Knp skrg gk bisa di gunakan,,katanya app ini tdk mndukung..",0,1.0.12,"Mohon maaf atas ketidaknyaman Anda. Silahkan uninstal aplikasi JakOne Mobile kemudian instal kembali di playstore. Terima Kasih.
",2023-06-06 07:30:27,2b803f46-1eff-443f-89f0-d5fe69c31199
faris arkhan,2023-05-30,2023,1,Aplikasi ga jelas kocak banget di buka ga bisa,0,1.0.12,"Mohon maaf atas ketidaknyamanan Anda, mohon untuk dapat menginformasikan secara detail kendala maupun respon yang Bapak/Ibu alami melalui Twitter Bank DKI @JakOne_Mobile atau Call Center Bank DKI di 1500-351. Terima Kasih
",2023-06-06 07:30:52,fb4f74c0-f8cc-42e5-8eb4-18fcf199fc1b
Ilah Nur,2023-05-30,2023,1,Di suruh verifikasi foto tapi ko gagal trs ya?? Kenapa y harus selfi,0,1.0.12,"Mohon maaf atas ketidaknyamanan Anda. Untuk kendala yang Bapak/Ibu alami kami sarankan untuk mengunjungi kantor layanan Bank DKI tedekat. Terima Kasih
",2023-06-06 07:30:42,db07f222-3171-4859-b1a9-30831bdac722
